cycle,branch,forecastdate,district,component_no,component_name,component_impact,component_narrative,genre,candidateA,candidateB,shortnmA,shortnmB,timestamp
2020,House,11/2/20,VA-5,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Cameron Webb,Bob Good,Webb,Good,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-5,7,Candidate experience,-.2390611,Good has held elected office before but Webb hasn't.,DR,Cameron Webb,Bob Good,Webb,Good,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-5,5,Fundraising,5.874711,"As of Oct. 14, Webb had raised $4,263,000 in individual contributions (81% of all such contributions to the major-party candidates); Good had raised $978,000 (19%).",DR,Cameron Webb,Bob Good,Webb,Good,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-5,4,Generic ballot,6.169222,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Cameron Webb,Bob Good,Webb,Good,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-5,2,District partisanship,-6.326525,"VA-5 is 7.2 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Virginia has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Cameron Webb,Bob Good,Webb,Good,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-5,11,Total,5.478347,"",DR,Cameron Webb,Bob Good,Webb,Good,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-4,8,Scandals,0,Neither candidate is involved in a scandal.,DR,A. Donald McEachin,Leon Benjamin,McEachin,Benjamin,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-4,7,Challenger experience,0,Benjamin has never held elected office.,DR,A. Donald McEachin,Leon Benjamin,McEachin,Benjamin,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-4,6,Incumbent's voting record in Congress,-1.890786,"McEachin has voted with Democrats 93% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,A. Donald McEachin,Leon Benjamin,McEachin,Benjamin,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-4,5,Fundraising,-.1045079,"As of Oct. 14, Benjamin had raised $430,000 in individual contributions (59% of all such contributions to the major-party candidates); McEachin had raised $305,000 (41%).",DR,A. Donald McEachin,Leon Benjamin,McEachin,Benjamin,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-4,4,Generic ballot,3.564209,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,A. Donald McEachin,Leon Benjamin,McEachin,Benjamin,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-4,3,Incumbent's margin in last election,3.669081,McEachin won by 26.7 percentage points in 2018.,DR,A. Donald McEachin,Leon Benjamin,McEachin,Benjamin,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-4,2,District partisanship,7.048517,"VA-4 is 23.9 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012. Virginia has been considerably more Democratic in state legislative elections than in presidential elections.",DR,A. Donald McEachin,Leon Benjamin,McEachin,Benjamin,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-4,11,Total,22.21601,"",DR,A. Donald McEachin,Leon Benjamin,McEachin,Benjamin,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-4,1,Incumbency,9.929498,"McEachin has been elected to 2 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. VA-4 has nationally representative demographics, so incumbency won't help McEachin as much there.",DR,A. Donald McEachin,Leon Benjamin,McEachin,Benjamin,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-3,8,Scandals,-1.541813,"Scott was involved in a scandal. But it developed in 2017, before the current election cycle, so our model discounts its importance.",DR,Robert C. Scott,John W. Collick,Scott,Collick,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-3,7,Challenger experience,0,Collick has never held elected office.,DR,Robert C. Scott,John W. Collick,Scott,Collick,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-3,6,Incumbent's voting record in Congress,-2.151108,"Scott has voted with Democrats 93% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Robert C. Scott,John W. Collick,Scott,Collick,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-3,5,Fundraising,2.843261,"As of Oct. 14, Scott had raised $195,000 in individual contributions (60% of all such contributions to the major-party candidates); Collick had raised $131,000 (40%).",DR,Robert C. Scott,John W. Collick,Scott,Collick,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-3,4,Generic ballot,4.103886,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Robert C. Scott,John W. Collick,Scott,Collick,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-3,3,Incumbent's margin in last election,10.09189,"Scott won by 82.4 percentage points in 2018, but did not face major-party opposition.",DR,Robert C. Scott,John W. Collick,Scott,Collick,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-3,2,District partisanship,12.24926,"VA-3 is 35.2 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012. Virginia has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Robert C. Scott,John W. Collick,Scott,Collick,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-3,11,Total,37.29705,"",DR,Robert C. Scott,John W. Collick,Scott,Collick,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-3,1,Incumbency,11.70168,"Scott has been elected to 14 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. VA-3 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Robert C. Scott,John W. Collick,Scott,Collick,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-2,8,Scandals,1.414289,"Taylor was involved in a scandal. But it developed in 2018, before the current election cycle, so our model discounts its importance.",DR,Elaine Luria,Scott W. Taylor,Luria,Taylor,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-2,7,Challenger experience,-2.187437,"Taylor has held elected office before. (So has Luria, but this is accounted for in our incumbency calculation.)",DR,Elaine Luria,Scott W. Taylor,Luria,Taylor,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-2,6,Incumbent's voting record in Congress,-1.227741,"Luria has voted with Democrats 91% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Elaine Luria,Scott W. Taylor,Luria,Taylor,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-2,5,Fundraising,3.112602,"As of Oct. 14, Luria had raised $4,375,000 in individual contributions (70% of all such contributions to the major-party candidates); Taylor had raised $1,862,000 (30%).",DR,Elaine Luria,Scott W. Taylor,Luria,Taylor,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-2,4,Generic ballot,2.823339,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Elaine Luria,Scott W. Taylor,Luria,Taylor,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-2,3,Incumbent's margin in last election,-.1943383,"Luria won by 2.2 percentage points in 2018, defeating an incumbent.",DR,Elaine Luria,Scott W. Taylor,Luria,Taylor,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-2,2,District partisanship,-.1419459,"VA-2 is 0.6 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Virginia has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Elaine Luria,Scott W. Taylor,Luria,Taylor,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-2,11,Total,11.26734,"",DR,Elaine Luria,Scott W. Taylor,Luria,Taylor,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-2,1,Incumbency,7.66857,"Luria has been elected to 1 term. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. VA-2 has nationally representative demographics, so incumbency won't help Luria as much there.",DR,Elaine Luria,Scott W. Taylor,Luria,Taylor,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-1,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Qasim Rashid,Robert J. Wittman,Rashid,Wittman,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-1,7,Challenger experience,0,Rashid has never held elected office.,DR,Qasim Rashid,Robert J. Wittman,Rashid,Wittman,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-1,6,Incumbent's voting record in Congress,.0646842,Wittman has voted with Republicans 80% of the time in roll-call votes in recent sessions of Congress.,DR,Qasim Rashid,Robert J. Wittman,Rashid,Wittman,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-1,5,Fundraising,-3.599777,"As of Oct. 14, Rashid had raised $1,217,000 in individual contributions (57% of all such contributions to the major-party candidates); Wittman had raised $928,000 (43%).",DR,Qasim Rashid,Robert J. Wittman,Rashid,Wittman,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-1,4,Generic ballot,1.066783,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Qasim Rashid,Robert J. Wittman,Rashid,Wittman,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-1,3,Incumbent's margin in last election,-1.161475,Wittman won by 10.5 percentage points in 2018.,DR,Qasim Rashid,Robert J. Wittman,Rashid,Wittman,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-1,2,District partisanship,-.8580009,"VA-1 is 9.9 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Virginia has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Qasim Rashid,Robert J. Wittman,Rashid,Wittman,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-1,11,Total,-7.433112,"",DR,Qasim Rashid,Robert J. Wittman,Rashid,Wittman,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-1,1,Incumbency,-2.945326,"Wittman has been elected to 7 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. VA-1 has nationally representative demographics, so incumbency won't help Wittman as much there.",DR,Qasim Rashid,Robert J. Wittman,Rashid,Wittman,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-11,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Gerry Connolly,Manga Anantatmula,Connolly,Anantatmula,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-11,7,Challenger experience,0,Anantatmula has never held elected office.,DR,Gerry Connolly,Manga Anantatmula,Connolly,Anantatmula,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-11,6,Incumbent's voting record in Congress,-2.183744,"Connolly has voted with Democrats 93% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Gerry Connolly,Manga Anantatmula,Connolly,Anantatmula,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-11,5,Fundraising,6.582238,"As of Oct. 14, Connolly had raised $1,027,000 in individual contributions (82% of all such contributions to the major-party candidates); Anantatmula had raised $228,000 (18%).",DR,Gerry Connolly,Manga Anantatmula,Connolly,Anantatmula,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-11,4,Generic ballot,4.209919,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Gerry Connolly,Manga Anantatmula,Connolly,Anantatmula,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-11,3,Incumbent's margin in last election,8.829825,Connolly won by 44.2 percentage points in 2018.,DR,Gerry Connolly,Manga Anantatmula,Connolly,Anantatmula,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-11,2,District partisanship,13.24024,"VA-11 is 36.9 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012. Virginia has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Gerry Connolly,Manga Anantatmula,Connolly,Anantatmula,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-11,11,Total,43.41351,"",DR,Gerry Connolly,Manga Anantatmula,Connolly,Anantatmula,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-11,1,Incumbency,12.73503,"Connolly has been elected to 6 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. VA-11 has highly distinctive demographics, so incumbency will help Connolly a lot there.",DR,Gerry Connolly,Manga Anantatmula,Connolly,Anantatmula,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-10,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Jennifer Wexton,Aliscia Andrews,Wexton,Andrews,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-10,7,Challenger experience,0,Andrews has never held elected office.,DR,Jennifer Wexton,Aliscia Andrews,Wexton,Andrews,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-10,6,Incumbent's voting record in Congress,-2.069976,"Wexton has voted with Democrats 96% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Jennifer Wexton,Aliscia Andrews,Wexton,Andrews,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-10,5,Fundraising,3.658537,"As of Oct. 14, Wexton had raised $2,974,000 in individual contributions (70% of all such contributions to the major-party candidates); Andrews had raised $1,280,000 (30%).",DR,Jennifer Wexton,Aliscia Andrews,Wexton,Andrews,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-10,4,Generic ballot,3.345895,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Jennifer Wexton,Aliscia Andrews,Wexton,Andrews,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-10,3,Incumbent's margin in last election,1.68434,"Wexton won by 12.4 percentage points in 2018, defeating an incumbent.",DR,Jennifer Wexton,Aliscia Andrews,Wexton,Andrews,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-10,2,District partisanship,2.369066,"VA-10 is 8.7 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Romney in 2012. Virginia has been considerably more Democratic in state legislative elections than in presidential elections.",DR,Jennifer Wexton,Aliscia Andrews,Wexton,Andrews,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-10,11,Total,18.76299,"",DR,Jennifer Wexton,Aliscia Andrews,Wexton,Andrews,20:52:33  2 Nov 2020
2020,House,11/2/20,VA-10,1,Incumbency,9.775132,"Wexton has been elected to 1 term. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. VA-10 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Jennifer Wexton,Aliscia Andrews,Wexton,Andrews,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-4,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Ben McAdams,Burgess Owens,McAdams,Owens,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-4,7,Challenger experience,0,Owens has never held elected office.,DR,Ben McAdams,Burgess Owens,McAdams,Owens,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-4,6,Incumbent's voting record in Congress,-.0424928,McAdams has voted with Democrats 82% of the time in roll-call votes in recent sessions of Congress.,DR,Ben McAdams,Burgess Owens,McAdams,Owens,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-4,5,Fundraising,.1388482,"As of Oct. 14, McAdams had raised $3,772,000 in individual contributions (52% of all such contributions to the major-party candidates); Owens had raised $3,541,000 (48%).",DR,Ben McAdams,Burgess Owens,McAdams,Owens,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-4,4,Generic ballot,.3755403,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Ben McAdams,Burgess Owens,McAdams,Owens,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-4,3,Incumbent's margin in last election,-.0679629,"McAdams won by 0.3 percentage points in 2018, defeating an incumbent.",DR,Ben McAdams,Burgess Owens,McAdams,Owens,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-4,2,District partisanship,-.5900422,"UT-4 is 19.1 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,Ben McAdams,Burgess Owens,McAdams,Owens,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-4,11,Total,.9270474,"",DR,Ben McAdams,Burgess Owens,McAdams,Owens,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-4,1,Incumbency,1.113157,"McAdams has been elected to 1 term. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. UT-4 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Ben McAdams,Burgess Owens,McAdams,Owens,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-3,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Devin Thorpe,John R. Curtis,Thorpe,Curtis,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-3,7,Challenger experience,0,Thorpe has never held elected office.,DR,Devin Thorpe,John R. Curtis,Thorpe,Curtis,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-3,6,Incumbent's voting record in Congress,-.3366685,Curtis has voted with Republicans 75% of the time in roll-call votes in recent sessions of Congress.,DR,Devin Thorpe,John R. Curtis,Thorpe,Curtis,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-3,5,Fundraising,-10.28993,"As of Oct. 14, Curtis had raised $225,000 in individual contributions (56% of all such contributions to the major-party candidates); Thorpe had raised $177,000 (44%).",DR,Devin Thorpe,John R. Curtis,Thorpe,Curtis,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-3,4,Generic ballot,2.654787,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Devin Thorpe,John R. Curtis,Thorpe,Curtis,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-3,3,Incumbent's margin in last election,-7.992579,Curtis won by 40.2 percentage points in 2018.,DR,Devin Thorpe,John R. Curtis,Thorpe,Curtis,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-3,2,District partisanship,-8.588279,"UT-3 is 37.9 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,Devin Thorpe,John R. Curtis,Thorpe,Curtis,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-3,11,Total,-32.76302,"",DR,Devin Thorpe,John R. Curtis,Thorpe,Curtis,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-3,1,Incumbency,-8.210353,"Curtis has been elected to 2 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. UT-3 has highly distinctive demographics, so incumbency will help Curtis a lot there.",DR,Devin Thorpe,John R. Curtis,Thorpe,Curtis,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Kael Weston,Chris Stewart,Weston,Stewart,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-2,7,Challenger experience,0,Weston has never held elected office.,DR,Kael Weston,Chris Stewart,Weston,Stewart,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-2,6,Incumbent's voting record in Congress,.1448327,Stewart has voted with Republicans 81% of the time in roll-call votes in recent sessions of Congress.,DR,Kael Weston,Chris Stewart,Weston,Stewart,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-2,5,Fundraising,-7.671511,"As of Oct. 14, Stewart had raised $364,000 in individual contributions (55% of all such contributions to the major-party candidates); Weston had raised $299,000 (45%).",DR,Kael Weston,Chris Stewart,Weston,Stewart,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-2,4,Generic ballot,2.00112,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Kael Weston,Chris Stewart,Weston,Stewart,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-2,3,Incumbent's margin in last election,-2.977724,Stewart won by 17.2 percentage points in 2018.,DR,Kael Weston,Chris Stewart,Weston,Stewart,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-2,2,District partisanship,-4.077566,"UT-2 is 24.6 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,Kael Weston,Chris Stewart,Weston,Stewart,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-2,11,Total,-18.44523,"",DR,Kael Weston,Chris Stewart,Weston,Stewart,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-2,1,Incumbency,-5.864384,"Stewart has been elected to 4 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. UT-2 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Kael Weston,Chris Stewart,Weston,Stewart,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-1,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Darren Parry,Blake Moore,Parry,Moore,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-1,7,Candidate experience,.2305587,Parry has held elected office before but Moore hasn't.,DR,Darren Parry,Blake Moore,Parry,Moore,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-1,5,Fundraising,-7.401696,"As of Oct. 14, Moore had raised $344,000 in individual contributions (91% of all such contributions to the major-party candidates); Parry had raised $34,000 (9%).",DR,Darren Parry,Blake Moore,Parry,Moore,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-1,4,Generic ballot,5.949809,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Darren Parry,Blake Moore,Parry,Moore,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-1,2,District partisanship,-35.28045,"UT-1 is 39.5 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,Darren Parry,Blake Moore,Parry,Moore,20:52:33  2 Nov 2020
2020,House,11/2/20,UT-1,11,Total,-36.50178,"",DR,Darren Parry,Blake Moore,Parry,Moore,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-9,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Al Green,Johnny Teague,Green,Teague,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-9,7,Challenger experience,0,Teague has never held elected office.,DR,Al Green,Johnny Teague,Green,Teague,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-9,6,Incumbent's voting record in Congress,-2.317124,"Green has voted with Democrats 94% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Al Green,Johnny Teague,Green,Teague,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-9,5,Fundraising,6.241748,"As of Oct. 14, Green had raised $206,000 in individual contributions (81% of all such contributions to the major-party candidates); Teague had raised $50,000 (19%).",DR,Al Green,Johnny Teague,Green,Teague,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-9,4,Generic ballot,4.11747,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Al Green,Johnny Teague,Green,Teague,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-9,3,Incumbent's margin in last election,16.57603,"Green won by 85.2 percentage points in 2018, but did not face major-party opposition.",DR,Al Green,Johnny Teague,Green,Teague,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-9,2,District partisanship,20.33058,"TX-9 is 54.3 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012. Texas has been considerably more Republican in state legislative elections than in presidential elections.",DR,Al Green,Johnny Teague,Green,Teague,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-9,11,Total,57.80317,"",DR,Al Green,Johnny Teague,Green,Teague,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-9,1,Incumbency,12.85448,"Green has been elected to 8 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. TX-9 has highly distinctive demographics, so incumbency will help Green a lot there.",DR,Al Green,Johnny Teague,Green,Teague,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-8,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Elizabeth Hernandez,Kevin Brady,Hernandez,Brady,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-8,7,Challenger experience,0,Hernandez has never held elected office.,DR,Elizabeth Hernandez,Kevin Brady,Hernandez,Brady,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-8,6,Incumbent's voting record in Congress,.3049245,Brady has voted with Republicans 81% of the time in roll-call votes in recent sessions of Congress.,DR,Elizabeth Hernandez,Kevin Brady,Hernandez,Brady,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-8,5,Fundraising,-18.18341,"As of Oct. 14, Brady had raised $650,000 in individual contributions (98% of all such contributions to the major-party candidates); Hernandez had raised $16,000 (2%).",DR,Elizabeth Hernandez,Kevin Brady,Hernandez,Brady,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-8,4,Generic ballot,3.293119,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Elizabeth Hernandez,Kevin Brady,Hernandez,Brady,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-8,3,Incumbent's margin in last election,-12.07025,Brady won by 48.6 percentage points in 2018.,DR,Elizabeth Hernandez,Kevin Brady,Hernandez,Brady,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-8,2,District partisanship,-17.10112,"TX-8 is 56.5 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Texas has been considerably more Republican in state legislative elections than in presidential elections.",DR,Elizabeth Hernandez,Kevin Brady,Hernandez,Brady,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-8,11,Total,-53.46799,"",DR,Elizabeth Hernandez,Kevin Brady,Hernandez,Brady,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-8,1,Incumbency,-9.711259,"Brady has been elected to 12 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. TX-8 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Elizabeth Hernandez,Kevin Brady,Hernandez,Brady,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-7,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Lizzie Fletcher,Wesley Hunt,Fletcher,Hunt,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-7,7,Challenger experience,0,Hunt has never held elected office.,DR,Lizzie Fletcher,Wesley Hunt,Fletcher,Hunt,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-7,6,Incumbent's voting record in Congress,-.1862732,"Fletcher has voted with Democrats 94% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Lizzie Fletcher,Wesley Hunt,Fletcher,Hunt,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-7,5,Fundraising,-.0037764,"As of Oct. 14, Hunt had raised $5,710,000 in individual contributions (58% of all such contributions to the major-party candidates); Fletcher had raised $4,124,000 (42%).",DR,Lizzie Fletcher,Wesley Hunt,Fletcher,Hunt,20:52:33  2 Nov 2020
2020,House,11/2/20,TX-7,4,Generic ballot,.3409099,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Lizzie Fletcher,Wesley Hunt,Fletcher,Hunt,20:52:33  2 Nov 2020
