cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,lower_bin_text,upper_bin_text,ecwin_inc,ecwin_chal,ecwin_3rd,ecwin_nomajority,total_ev_inc,ev_inc_hi,ev_inc_lo,total_ev_chal,ev_chal_hi,ev_chal_lo,count,timestamp,simulations
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +9,Biden +8,.0008154,.9989128,0,.0002718,180.2131,219,141,357.7869,397,319,3679,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +8,Biden +7,.0010817,.9981071,0,.0008112,193.6717,231,152,344.3283,386,307,3698,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +7,Biden +6,.0101597,.9878084,0,.0020319,209.9742,248,174,328.0258,364,290,3445,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +6,Biden +5,.0311671,.96187,0,.0069629,225.5119,259,190,312.4881,348,279,3016,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +5,Biden +4,.1134809,.8631791,0,.02334,242.8137,270,209,295.1863,329,268,2485,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +4,Biden +3,.3036518,.6658329,0,.0305153,257.8904,289,227,280.1096,311,249,1999,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +3,Biden +2,.5770777,.383378,0,.0395442,274.1441,305,246,263.8559,292,233,1492,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +31,Biden +30,0,1,0,0,1,1,1,537,537,537,1,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +30,Biden +29,0,1,0,0,49,49,49,489,489,489,1,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +2,Biden +1,.7804444,.1937778,0,.0257778,288.1716,317,259,249.8284,279,221,1125,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +29,Biden +28,0,1,0,0,61,61,61,477,477,477,1,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +28,Biden +27,0,1,0,0,65.33334,82,39,472.6667,499,456,3,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +27,Biden +26,0,1,0,0,47,76,8,491,530,462,6,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +26,Biden +25,0,1,0,0,50.11111,83,21,487.8889,517,455,9,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +25,Biden +24,0,1,0,0,54.7,79.5,16.5,483.3,521.5,458.5,20,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +24,Biden +23,0,1,0,0,63.16129,92,40,474.8387,498,446,31,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +23,Biden +22,0,1,0,0,61.66667,91,21,476.3333,517,447,33,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +22,Biden +21,0,1,0,0,69.8,92,37,468.2,501,446,55,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +21,Biden +20,0,1,0,0,75.0989,103,39,462.9011,499,435,91,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +20,Biden +19,0,1,0,0,84.5329,117,54,453.4671,484,421,152,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +1,TIE,.9250985,.0683311,0,.0065703,302.9448,328,275,235.0552,263,210,761,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +19,Biden +18,0,1,0,0,90.27451,122,52,447.7255,486,416,255,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +18,Biden +17,0,1,0,0,98.79896,125,67,439.201,471,413,383,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +17,Biden +16,0,1,0,0,101.3225,125,68,436.6775,470,413,555,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +16,Biden +15,0,1,0,0,110.7512,129,79,427.2488,459,409,848,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +15,Biden +14,0,1,0,0,115.0462,141,83,422.9538,455,397,1213,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +14,Biden +13,0,1,0,0,122.8673,160,92,415.1327,446,378,1575,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +13,Biden +12,0,1,0,0,130.6395,164,103,407.3605,435,374,2144,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +12,Biden +11,0,1,0,0,139.9717,179,112,398.0283,426,359,2647,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +11,Biden +10,.000312,.999688,0,0,151.9523,191,120,386.0477,418,347,3205,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/23/2020,Trump,Biden,"",Biden +10,Biden +9,0,1,0,0,165.2849,204,125,372.7151,413,334,3528,22:19:03 23 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Trump +9,Trump +10,1,0,0,0,378,415,355,160,183,123,7,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Trump +8,Trump +9,1,0,0,0,367.5909,382,355,170.4091,183,156,22,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Trump +7,Trump +8,1,0,0,0,367.32,408,342,170.68,196,130,25,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Trump +6,Trump +7,1,0,0,0,356.0698,378,339,181.9302,199,160,43,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Trump +5,Trump +6,1,0,0,0,354.5077,373,337,183.4923,201,165,65,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Trump +4,Trump +5,1,0,0,0,345.3021,363,328,192.6979,210,175,96,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Trump +3,Trump +4,1,0,0,0,338.3496,353,322,199.6503,216,185,143,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Trump +2,Trump +3,1,0,0,0,331.2629,349,312,206.737,226,189,251,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Trump +1,Trump +2,.9973822,.0026178,0,0,324.5262,341,305,213.4738,233,197,382,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Trump +12,Trump +13,1,0,0,0,428.5,478,379,109.5,159,60,2,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Trump +11,Trump +12,1,0,0,0,378,427,355,160,183,111,6,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Trump +10,Trump +11,1,0,0,0,382.3333,420,355,155.6667,183,118,6,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",TIE,Trump +1,.9836066,.0127505,0,.003643,313.5647,333,287,224.4353,251,205,549,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +9,Biden +8,.000815,.999185,0,0,180.5194,219,141,357.4806,397,319,3681,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +8,Biden +7,.0019652,.9977541,0,.0002807,194.3273,230,155,343.6727,383,308,3562,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +7,Biden +6,.0072611,.9907058,0,.0020331,209.1917,247,171,328.8083,367,291,3443,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +6,Biden +5,.0316925,.9612272,0,.0070802,224.4123,259,190,313.5876,348,279,2966,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +5,Biden +4,.1004902,.8835784,0,.0159314,241.8199,270,210,296.1801,328,268,2448,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +4,Biden +3,.2808532,.6841036,0,.0350432,256.7852,286,225,281.2148,313,252,1969,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +3,Biden +2,.5315254,.4311864,0,.0372881,272.3912,304,243,265.6088,295,234,1475,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +31,Biden +30,0,1,0,0,4,4,4,534,534,534,1,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +30,Biden +29,0,1,0,0,43,43,43,495,495,495,1,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +2,Biden +1,.7909011,.1854768,0,.023622,287.5127,316,259,250.4873,279,222,1143,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +29,Biden +28,0,1,0,0,56,76,36,482,502,462,2,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +28,Biden +27,0,1,0,0,55,80,22,483,516,458,3,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +27,Biden +26,0,1,0,0,44.16667,76,4,493.8333,534,462,6,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +26,Biden +25,0,1,0,0,51.44444,76,34,486.5555,504,462,9,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +25,Biden +24,0,1,0,0,56.875,86,20,481.125,518,452,24,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +24,Biden +23,0,1,0,0,59.41935,83,37,478.5807,501,455,31,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +23,Biden +22,0,1,0,0,63.25,88,26,474.75,512,450,36,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +22,Biden +21,0,1,0,0,74.08696,102,43,463.9131,495,436,69,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +21,Biden +20,0,1,0,0,77.96629,110,39,460.0337,499,428,89,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +20,Biden +19,0,1,0,0,86.11299,121,49,451.887,489,417,177,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +1,TIE,.9268966,.0593103,0,.0137931,301.7434,326,274,236.2565,264,212,725,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +19,Biden +18,0,1,0,0,90.31183,122,53,447.6882,485,416,279,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +18,Biden +17,0,1,0,0,98.47059,125,67,439.5294,471,413,408,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +17,Biden +16,0,1,0,0,101.9538,125,68,436.0462,470,413,584,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +16,Biden +15,0,1,0,0,111.0404,128,82,426.9597,456,410,892,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +15,Biden +14,0,1,0,0,114.9368,141,82,423.0633,456,397,1249,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +14,Biden +13,0,1,0,0,123.8937,160,98,414.1063,440,378,1628,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +13,Biden +12,0,1,0,0,130.8906,166,103,407.1093,435,372,2149,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +12,Biden +11,0,1,0,0,141.3082,179,112,396.6918,426,359,2683,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +11,Biden +10,0,1,0,0,152.5677,191,120,385.4323,418,347,3227,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/22/2020,Trump,Biden,"",Biden +10,Biden +9,.0002904,.9997097,0,0,166.189,204,125,371.811,413,334,3444,19:00:04 22 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Trump +9,Trump +10,1,0,0,0,381.2857,426,363,156.7143,175,112,7,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Trump +8,Trump +9,1,0,0,0,368.96,396,349,169.04,189,142,25,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Trump +7,Trump +8,1,0,0,0,365,387,349,173,189,151,27,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Trump +6,Trump +7,1,0,0,0,355.1463,373,337,182.8537,201,165,41,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Trump +5,Trump +6,1,0,0,0,351.9403,368,337,186.0597,201,170,67,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Trump +4,Trump +5,1,0,0,0,342.7477,362,324,195.2523,214,176,107,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Trump +3,Trump +4,1,0,0,0,336.7095,351,322,201.2905,216,187,148,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Trump +2,Trump +3,1,0,0,0,330.4199,345,312,207.5802,226,193,262,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Trump +1,Trump +2,.9950495,.0049505,0,0,324.5198,340,305,213.4802,233,198,404,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Trump +12,Trump +13,1,0,0,0,403.6667,435,374,134.3333,164,103,3,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Trump +11,Trump +12,1,0,0,0,396.2857,418,369,141.7143,169,120,7,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Trump +10,Trump +11,1,0,0,0,386.2,415,356,151.8,182,123,5,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",TIE,Trump +1,.9908592,.0073126,0,.0018282,313.744,335,290,224.2559,248,203,547,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +9,Biden +8,.0008233,.9989023,0,.0002744,181.8765,218,142,356.1235,396,320,3644,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +8,Biden +7,.0014136,.9983037,0,.0002827,195.3127,232,156,342.6873,382,306,3537,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +7,Biden +6,.0052693,.992096,0,.0026347,210.2643,247,177,327.7357,361,291,3416,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +6,Biden +5,.0317515,.9600546,0,.0081939,225.691,259,191,312.309,347,279,2929,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +5,Biden +4,.1131696,.8658881,0,.0209424,242.8671,271,213,295.1329,325,267,2483,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +4,Biden +3,.2927318,.6776943,0,.0295739,257.609,287,227,280.391,311,251,1995,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +3,Biden +2,.567893,.3973244,0,.0347826,273.3452,301,245,264.6548,293,237,1495,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +31,Biden +30,0,1,0,0,1,1,1,537,537,537,1,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +30,Biden +29,0,1,0,0,49,49,49,489,489,489,1,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +2,Biden +1,.7900262,.1907262,0,.0192476,287.1584,315,259,250.8416,279,223,1143,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +29,Biden +28,0,1,0,0,45,76,14,493,524,462,2,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +28,Biden +27,0,1,0,0,60.5,81,19,477.5,519,457,4,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +27,Biden +26,0,1,0,0,37.16667,66,4,500.8333,534,472,6,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +26,Biden +25,0,1,0,0,52.25,76,35,485.75,503,462,8,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +25,Biden +24,0,1,0,0,53.2963,80,20,484.7037,518,458,27,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +24,Biden +23,0,1,0,0,62.64286,99,34,475.3571,504,439,28,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +23,Biden +22,0,1,0,0,62.73684,93,25,475.2632,513,445,38,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +22,Biden +21,0,1,0,0,71.42105,93,42,466.5789,496,445,76,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +21,Biden +20,0,1,0,0,81.875,117,48,456.125,490,421,96,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +20,Biden +19,0,1,0,0,82.97675,116,47,455.0233,491,422,172,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +1,TIE,.9372599,.0576184,0,.0051216,301.6376,326,275,236.3624,263,212,781,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +19,Biden +18,0,1,0,0,94.53667,122,64,443.4633,474,416,300,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +18,Biden +17,0,1,0,0,98.6798,125,67,439.3202,471,413,406,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +17,Biden +16,0,1,0,0,103.8562,125,72,434.1438,466,413,591,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +16,Biden +15,0,1,0,0,111.7333,129,82,426.2667,456,409,926,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +15,Biden +14,0,1,0,0,116.1517,150,83,421.8483,455,388,1239,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +14,Biden +13,0,1,0,0,125.2031,163,97,412.7969,441,375,1630,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +13,Biden +12,0,1,0,0,133.1642,167,103,404.8358,435,371,2156,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +12,Biden +11,0,1,0,0,143.6554,181,114,394.3446,424,357,2661,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +11,Biden +10,0,1,0,0,155.1705,194,122,382.8294,416,344,3172,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/21/2020,Trump,Biden,"",Biden +10,Biden +9,0,1,0,0,167.7771,204,125,370.2229,413,334,3387,20:34:25 21 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Trump +9,Trump +10,1,0,0,0,374.3333,392,363,163.6667,175,146,9,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Trump +8,Trump +9,1,0,0,0,368.6154,394,349,169.3846,189,144,26,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Trump +7,Trump +8,1,0,0,0,366.2,389,342,171.8,196,149,25,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Trump +6,Trump +7,1,0,0,0,356.3958,379,341,181.6042,197,159,48,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Trump +5,Trump +6,1,0,0,0,348.4412,364,328,189.5588,210,174,68,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Trump +4,Trump +5,1,0,0,0,343.5094,363,326,194.4906,212,175,106,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Trump +3,Trump +4,1,0,0,0,337.1559,353,322,200.8442,216,185,154,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Trump +2,Trump +3,1,0,0,0,330.0554,344,312,207.9447,226,194,271,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Trump +1,Trump +2,.9949875,.0050125,0,0,323.9724,340,302,214.0276,236,198,399,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Trump +12,Trump +13,1,0,0,0,399.6667,474,351,138.3333,187,64,3,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Trump +11,Trump +12,1,0,0,0,392,427,356,146,182,111,7,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Trump +10,Trump +11,1,0,0,0,401.6,419,387,136.4,151,119,5,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",TIE,Trump +1,.9736842,.0245614,0,.0017544,314.1123,337,289.5,223.8877,248.5,201,570,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +9,Biden +8,.0002764,.9997236,0,0,182.6053,219,143,355.3947,395,319,3618,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +8,Biden +7,.0017217,.9979914,0,.0002869,195.5636,230,161,342.4364,377,308,3485,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +7,Biden +6,.0048368,.9933494,0,.0018138,211.0825,248,179,326.9175,359,290,3308,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +6,Biden +5,.0289955,.9678978,0,.0031067,226.5761,259,194,311.4239,344,279,2897,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +5,Biden +4,.0985161,.8903545,0,.0111294,242.2185,269,213,295.7815,325,269,2426,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +4,Biden +3,.2785388,.6900051,0,.0314561,257.4744,285,227,280.5256,311,253,1971,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +3,Biden +2,.5558546,.4091521,0,.0349933,273.0121,301,246,264.9879,292,237,1486,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +32,Biden +31,0,1,0,0,1,1,1,537,537,537,1,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +31,Biden +30,0,1,0,0,41,41,41,497,497,497,1,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +30,Biden +29,0,1,0,0,17,17,17,521,521,521,1,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +2,Biden +1,.7954346,.1931519,0,.0114135,287.6813,315,260,250.3187,278,223,1139,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +29,Biden +28,0,1,0,0,68,80,61,470,477,458,3,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +28,Biden +27,0,1,0,0,49.33333,71,16,488.6667,522,467,3,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +27,Biden +26,0,1,0,0,30.4,75,4,507.6,534,463,5,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +26,Biden +25,0,1,0,0,59.38462,82,40,478.6154,498,456,13,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +25,Biden +24,0,1,0,0,51.51724,79,17,486.4828,521,459,29,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +24,Biden +23,0,1,0,0,55.84615,86,10,482.1538,528,452,26,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +23,Biden +22,0,1,0,0,65.91489,93,31,472.0851,507,445,47,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +22,Biden +21,0,1,0,0,69.83334,96,46,468.1667,492,442,78,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +21,Biden +20,0,1,0,0,79.18584,112,45,458.8141,493,426,113,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +20,Biden +19,0,1,0,0,82.3604,117,41,455.6396,497,421,197,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +1,TIE,.9189907,.0703851,0,.0106242,302.5618,327,274,235.4382,264,211,753,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +19,Biden +18,0,1,0,0,94.06796,122,59,443.932,479,416,309,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +18,Biden +17,0,1,0,0,94.20477,122,60.5,443.7952,477.5,416,420,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",Biden +17,Biden +16,0,1,0,0,102.2467,125,68,435.7533,470,413,681,21:36:03 20 Oct 2020,40000
