cycle,branch,district,forecastdate,expression,name_D1,name_D2,name_D3,name_D4,name_I1,name_R1,name_R2,name_R3,name_R4,name_O1,winner_D1,winner_D2,winner_D3,winner_D4,winner_R1,winner_R2,winner_R3,winner_R4,winner_I1,winner_O1,winner_Dparty,winner_Rparty,tipping,vpi,mean_predicted_turnout,p90_simmed_turnout_gross,p10_simmed_turnout_gross,voteshare_mean_D1,voteshare_mean_D2,voteshare_mean_D3,voteshare_mean_D4,voteshare_mean_I1,voteshare_mean_R1,voteshare_mean_R2,voteshare_mean_R3,voteshare_mean_R4,voteshare_mean_O1,p90_voteshare_simmed_I1,p90_voteshare_simmed_O1,p90_voteshare_simmed_D1,p90_voteshare_simmed_R1,p90_voteshare_simmed_D2,p90_voteshare_simmed_R2,p90_voteshare_simmed_R3,p90_voteshare_simmed_R4,p90_voteshare_simmed_D3,p90_voteshare_simmed_D4,p10_voteshare_simmed_I1,p10_voteshare_simmed_O1,p10_voteshare_simmed_D1,p10_voteshare_simmed_R1,p10_voteshare_simmed_D2,p10_voteshare_simmed_R2,p10_voteshare_simmed_R3,p10_voteshare_simmed_R4,p10_voteshare_simmed_D3,p10_voteshare_simmed_D4,pvi_538,vep,elasticity_district,mean_netpartymargin,p90_netpartymargin,p10_netpartymargin,wonrunoff_D1,lostrunoff_D1,wonrunoff_D2,lostrunoff_D2,wonrunoff_D3,lostrunoff_D3,wonrunoff_D4,lostrunoff_D4,wonrunoff_R1,lostrunoff_R1,wonrunoff_R2,lostrunoff_R2,wonrunoff_R3,lostrunoff_R3,wonrunoff_R4,lostrunoff_R4,wonrunoff_I1,lostrunoff_I1,simulations,timestamp
2020,Senate,SC-S2,8/19/20,_lite,Jaime Harrison,"","","",Bill Bledsoe,Lindsey Graham,"","","","",.211275,0,0,0,.788725,0,0,0,0,0,.211275,.788725,.0335625,1.184344,2241583,2655401,1845742,45.7336,0,0,0,1.96275,52.30365,0,0,0,0,3.950172,0,51.15962,57.78966,0,0,0,0,0,0,.4506781,0,40.23973,46.838,0,0,0,0,0,0,-16.27831,3786973,,-6.570045,4.081244,-17.33682,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,RI-S2,8/19/20,_lite,Jack Reed,"","","","",Allen Waters,"","","","",.995775,0,0,0,.004225,0,0,0,0,0,.995775,.004225,.0010375,.1799168,456136.1,545775.6,369937.9,70.33341,0,0,0,0,29.66659,0,0,0,0,0,0,79.07449,38.34627,0,0,0,0,0,0,0,0,61.65373,20.92551,0,0,0,0,0,0,24.14743,787223,,40.66682,58.14897,23.30746,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,OR-S2,8/19/20,_lite,Jeff Merkley,"","","",Ibrahim Taher,Jo Rae Perkins,"","","","",.97175,0,0,0,.028225,0,0,0,.000025,0,.971775,.028225,.0069625,.2867666,1920502,2267833,1580004,61.56787,0,0,0,4.683626,33.7485,0,0,0,0,8.408739,0,70.8223,42.99482,0,0,0,0,0,0,1.611114,0,52.37587,24.51929,0,0,0,0,0,0,7.486742,3051952,,27.81937,45.94719,9.699293,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,OK-S2,8/19/20,_lite,Abby Broyles,"","","","",Jim Inhofe,"","","",all others,.034675,0,0,0,.965325,0,0,0,0,0,.034675,.965325,.003925,.2064772,1503646,1802285,1213412,38.16314,0,0,0,0,58.69692,0,0,0,3.139933,0,5.957767,45.38802,65.98553,0,0,0,0,0,0,0,.8993118,30.85185,51.438,0,0,0,0,0,0,-33.47742,2782455,,-20.53378,-6.329468,-34.79926,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,NM-S2,8/19/20,_lite,Ben Ray Luján,"","","",Bob Walsh,Mark Ronchetti,"","","","",.8898,0,0,0,.1101,0,0,0,.0001,0,.889825,.110175,.0305625,2.928125,825614.5,985894.9,669685.8,54.16664,0,0,0,4.986012,40.84735,0,0,0,0,8.822449,0,61.27646,48.07368,0,0,0,0,0,0,1.807683,0,46.9245,33.72658,0,0,0,0,0,0,7.959666,1466552,,13.31929,27.00301,-.599947,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,NJ-S2,8/19/20,_lite,Cory Booker,"","","","",Rikin Mehta,"","","",all others,.942675,0,0,0,.057325,0,0,0,0,0,.942675,.057325,.01545,.3172911,3851668,4526103,3190313,58.01027,0,0,0,0,39.05643,0,0,0,2.933303,0,5.637913,65.69475,46.68527,0,0,0,0,0,0,0,.8213427,50.34896,31.37782,0,0,0,0,0,0,10.69727,6106642,,18.95384,34.00454,3.987265,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,NH-S2,8/19/20,_lite,Jeanne Shaheen,"","","",Justin O'Donnell,Corky Messner,"","","","",.941325,0,0,0,.05865,0,0,0,.000025,0,.94135,.05865,.0192375,2.056011,740118.4,870437.6,614596.6,57.075,0,0,0,2.256137,40.66886,0,0,0,0,4.489407,0,63.70658,47.34983,0,0,0,0,0,0,.5492804,0,50.3536,33.93594,0,0,0,0,0,0,-.6705542,1049319,,16.40614,29.52942,3.286659,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,NE-S2,8/19/20,_lite,Chris Janicek,"","","",Gene Siadek,Ben Sasse,"","","","",.0638,0,0,0,.93615,0,0,0,.00005,0,.063825,.936175,.00775,.7325637,836824.6,994059.9,684243.4,37.02267,0,0,0,3.711973,59.26536,0,0,0,0,6.903617,0,46.37553,68.47507,0,0,0,0,0,0,1.145743,0,27.75021,49.88989,0,0,0,0,0,0,-24.82334,1356148,,-22.24269,-3.82795,-40.38658,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,NC-S2,8/19/20,_lite,Cal Cunningham,"","","","",Thom Tillis,"","","",all others,.75205,0,0,0,.24795,0,0,0,0,0,.75205,.24795,.0881625,1.433373,4865223,5702265,4053778,51.3058,0,0,0,0,45.92059,0,0,0,2.773603,0,5.344665,56.6151,51.24084,0,0,0,0,0,0,0,.7424968,45.96109,40.60287,0,0,0,0,0,0,-4.139143,7495845,,5.385208,15.66326,-4.856047,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,MT-S2,8/19/20,_lite,Steve Bullock,"","","","",Steve Daines,"","","","",.444475,0,0,0,.555525,0,0,0,0,0,.444475,.555525,.0674875,9.894811,539503.2,638127.3,443641.1,49.3281,0,0,0,0,50.6719,0,0,0,0,0,0,55.50488,56.89413,0,0,0,0,0,0,0,0,43.10587,44.49512,0,0,0,0,0,0,-18.36046,815020,,-1.343796,11.00977,-13.78825,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,MS-S2,8/19/20,_lite,Mike Espy,"","","",Jimmy Edwards,Cindy Hyde-Smith,"","","","",.1586,0,0,0,.8414,0,0,0,0,0,.1586,.8414,.0225125,1.407066,1265573,1498752,1043569,43.83139,0,0,0,1.618605,54.55001,0,0,0,0,3.303257,0,50.80688,61.67719,0,0,0,0,0,0,.3327425,0,36.7095,47.56297,0,0,0,0,0,0,-14.64693,2003058,,-10.71862,3.132435,-24.8644,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,MN-S2,8/19/20,_lite,Tina Smith,"","","","",Jason Lewis,"","","",all others,.71995,0,0,0,.28005,0,0,0,0,0,.71995,.28005,.0651625,1.76419,2921665,3413092,2438802,51.1656,0,0,0,0,45.84428,0,0,0,2.990121,0,5.693078,57.48493,52.07648,0,0,0,0,0,0,0,.8457549,44.94216,39.48354,0,0,0,0,0,0,1.449026,4031262,,5.321327,17.65188,-6.826382,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,MI-S2,8/19/20,_lite,Gary Peters,"","","","",John James,"","","",all others,.91305,0,0,0,.08695,0,0,0,0,0,.91305,.08695,.0414875,.6714936,4887126,5721465,4074217,53.61084,0,0,0,0,43.34726,0,0,0,3.041893,0,5.767848,58.54901,48.34882,0,0,0,0,0,0,0,.8633974,48.57104,38.33733,0,0,0,0,0,0,5.782255,7443238,,10.26358,19.80755,.6243076,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,ME-S2,8/19/20,_lite,Sara Gideon,"","","","",Susan Collins,"","","",all others,.619,0,0,0,.381,0,0,0,0,0,.619,.381,.092,9.446729,770343.7,904060.1,639062.4,51.31462,0,0,0,0,48.68538,0,0,0,0,0,0,56.91307,54.30196,0,0,0,0,0,0,0,0,45.69804,43.08693,0,0,0,0,0,0,3.029066,1067388,,2.629242,13.82613,-8.603924,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,MA-S2,8/19/20,_lite,Ed Markey,"","","","",Kevin O'Connor,"","","",all others,.994525,0,0,0,.005475,0,0,0,0,0,.994525,.005475,.001475,.0366898,3179981,3751264,2621156,67.62669,0,0,0,0,28.39324,0,0,0,3.980067,0,7.328619,76.68082,37.42061,0,0,0,0,0,0,0,1.269917,58.59883,19.36567,0,0,0,0,0,0,22.99946,4981824,,39.23345,56.91135,21.59827,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,LA-S2,8/19/20,_lite,Adrian Perkins,Antoine Pierce,Peter Wenstrup,Derrick “Champ” Edwards,"",Bill Cassidy,Dustin Murphy,"","",all others,.007125,.032975,.029075,.00705,.8794,.044375,0,0,0,0,.076225,.923775,.01805,.6924722,2061831,2440641,1697331,7.659149,11.82616,11.28281,7.659149,0,41.66442,13.40329,0,0,6.505023,0,11.00969,12.82626,52.2531,18.27966,19.76483,0,0,17.6231,12.80575,0,2.636426,3.084118,31.73215,5.696419,7.369161,0,0,5.381258,3.082374,-19.18569,3356738,,-16.64045,7.886351,-41.70151,.007125,.0447,.032975,.199975,.029075,.1692,.00705,.041725,.719775,.1182,.044375,.266575,0,0,0,0,0,0,40000,16:53:16 15 Sep 2020
2020,Senate,KY-S2,8/19/20,_lite,Amy McGrath,"","","",Brad Barron,Mitch McConnell,"","","",all others,.088625,0,0,0,.91135,0,0,0,.000025,0,.08865,.91135,.01065,.4196181,2007583,2371041,1656356,42.80706,0,0,0,2.754838,54.4381,0,0,0,2.754838,5.326739,5.332941,47.26416,58.90318,0,0,0,0,0,0,.7506934,.7415729,35.50549,47.24654,0,0,0,0,0,0,-23.62025,3152302,,-11.63103,-.6594429,-22.73421,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,KS-S2,8/19/20,_lite,Barbara Bollier,"","","",Jason Buckley,Roger Marshall,"","","","",.356975,0,0,0,.642975,0,0,0,.00005,0,.357,.643,.06365,4.094586,1229607,1462173,1003297,46.9602,0,0,0,3.037843,50.00196,0,0,0,0,5.797212,0,52.55867,55.63484,0,0,0,0,0,0,.8566854,0,41.28768,44.39197,0,0,0,0,0,0,-21.07216,2062935,,-3.041759,7.722027,-13.8952,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,IL-S2,8/19/20,_lite,Richard J. Durbin,"","","","",Mark C. Curran Jr.,"","","",all others,.98385,0,0,0,.01615,0,0,0,0,0,.98385,.01615,.0041875,.0607709,5450509,6405430,4519046,63.58106,0,0,0,0,31.86961,0,0,0,4.54933,0,8.228273,72.74698,40.85635,0,0,0,0,0,0,0,1.548225,54.5481,22.75286,0,0,0,0,0,0,12.95453,8931731,,31.71145,49.54661,14.12548,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,ID-S2,8/19/20,_lite,Paulette Jordan,"","","","",Jim Risch,"","","",all others,.025875,0,0,0,.974125,0,0,0,0,0,.025875,.974125,.0028375,.3224386,696092.5,833654.9,561201.4,32.3069,0,0,0,0,61.1729,0,0,0,6.520201,0,11.08789,41.74468,70.709,0,0,0,0,0,0,0,2.619982,22.77274,51.69547,0,0,0,0,0,0,-32.60378,1222930,,-28.86601,-10.60096,-47.30484,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,IA-S2,8/19/20,_lite,Theresa Greenfield,"","","","",Joni Ernst,"","","",all others,.566575,0,0,0,.433425,0,0,0,0,0,.566575,.433425,.08175,4.050717,1596372,1871693,1323348,49.44608,0,0,0,0,47.93695,0,0,0,2.61697,0,5.10818,55.51781,53.97028,0,0,0,0,0,0,0,.6936098,43.35456,41.82591,0,0,0,0,0,0,-9.393244,2273086,,1.509129,13.41896,-10.29668,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,GA-S3,8/19/20,_lite,Raphael Warnock,Matt Lieberman,Ed Tarver,"","",Kelly Loeffler,Doug Collins,"","",all others,.107925,.083425,.00265,0,.293525,.512475,0,0,0,0,.194,.806,.0237375,.4518695,4155278,4907649,3423478,13.67854,12.03272,4.099274,0,0,22.06165,20.31027,0,0,27.81754,0,35.18981,20.63815,29.76016,18.55026,27.7535,0,0,7.650275,0,0,20.64938,7.101228,14.61666,5.931668,13.18871,0,0,1.241479,0,-12.7288,7171091,,-12.56139,7.272552,-32.27053,.107925,.140025,.083425,.078125,.00265,.00175,0,0,.2935,.5345,.512475,.245575,0,0,0,0,0,0,40000,16:53:16 15 Sep 2020
2020,Senate,GA-S2,8/19/20,_lite,Jon Ossoff,"","","",Shane Hazel,David Perdue,"","","","",.34125,0,0,0,.6587,0,0,0,.00005,0,.34125,.65875,.0682125,1.251418,4311613,5075989,3567073,47.70024,0,0,0,2.023328,50.27642,0,0,0,0,4.01934,0,53.04816,55.67899,0,0,0,0,0,0,.4783161,0,42.26933,44.92666,0,0,0,0,0,0,-12.7288,7171091,,-2.57618,7.848614,-13.14966,.0525,.1295,0,0,0,0,0,0,.129525,.05255,0,0,0,0,0,0,.00005,.000025,40000,16:53:16 15 Sep 2020
2020,Senate,DE-S2,8/19/20,_lite,Christopher A. Coons,"","","","",James DeMartino,"","","",all others,.985075,0,0,0,.014925,0,0,0,0,0,.985075,.014925,.0040125,.7232456,438841.2,520503.4,359322.3,64.19127,0,0,0,0,32.51703,0,0,0,3.291696,0,6.218161,73.16718,41.56821,0,0,0,0,0,0,0,.9584494,55.14486,23.49478,0,0,0,0,0,0,12.13165,701737,,31.67424,49.39467,13.94744,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,CO-S2,8/19/20,_lite,John W. Hickenlooper,"","","","",Cory Gardner,"","","",all others,.6992,0,0,0,.3008,0,0,0,0,0,.6992,.3008,.061425,1.762176,2757237,3237672,2290968,50.11543,0,0,0,0,44.52738,0,0,0,5.357195,0,9.414137,57.36476,51.72585,0,0,0,0,0,0,0,1.999449,42.77701,37.22421,0,0,0,0,0,0,-.1986784,4066043,,5.588051,19.56133,-8.35157,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,AZ-S3,8/19/20,_lite,Mark Kelly,"","","","",Martha McSally,"","","",all others,.865175,0,0,0,.134825,0,0,0,0,0,.865175,.134825,.05585,1.636165,2700065,3206679,2215531,51.37313,0,0,0,0,43.08954,0,0,0,5.537331,0,9.657869,56.54373,48.33488,0,0,0,0,0,0,0,2.083831,46.11005,37.8617,0,0,0,0,0,0,-7.579248,4772097,,8.283592,17.82798,-1.376987,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,AR-S2,8/19/20,_lite,"","","","",Ricky Dale Harrington Jr.,Tom Cotton,"","","","",0,0,0,0,.999825,0,0,0,.000175,0,.000125,.999875,0,0,1042644,1443115,651214.9,0,0,0,0,17.46508,82.53492,0,0,0,0,25.26193,0,0,89.70549,0,0,0,0,0,0,10.29451,0,0,74.73807,0,0,0,0,0,0,-25.97004,2144435,,-82.53492,-74.73807,-89.70549,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,AL-S2,8/19/20,_lite,Doug Jones,"","","","",Tommy Tuberville,"","","","",.1225,0,0,0,.8775,0,0,0,0,0,.1225,.8775,.02105,.7688637,2165613,2558235,1784190,44.42598,0,0,0,0,55.57402,0,0,0,0,0,0,50.61466,61.75732,0,0,0,0,0,0,0,0,38.24268,49.38534,0,0,0,0,0,0,-26.92383,3408323,,-11.14803,1.229317,-23.51464,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,AK-S2,8/19/20,_lite,Al Gross,"","","","",Dan Sullivan,"","","",all others,.20605,0,0,0,.79395,0,0,0,0,0,.20605,.79395,.030075,7.21778,329594.6,389922.5,270647.4,42.25026,0,0,0,0,50.57557,0,0,0,7.174177,0,12.0762,49.23624,57.57312,0,0,0,0,0,0,0,3.020506,35.21577,43.53936,0,0,0,0,0,0,-15.52373,511559,,-8.325314,4.820469,-21.53353,,,,,,,,,,,,,,,,,,,40000,16:53:16 15 Sep 2020
2020,Senate,WY-S2,8/18/20,_lite,Merav Ben-David,"","","","",Cynthia Lummis,"","","","",.0238,0,0,0,.9762,0,0,0,0,0,.0238,.9762,.003175,1.007912,249172,298369.9,201100.4,35.22115,0,0,0,0,64.77885,0,0,0,0,0,0,44.4016,73.92516,0,0,0,0,0,0,0,0,26.07485,55.5984,0,0,0,0,0,0,-44.55695,416120,,-29.55769,-11.1968,-47.8503,,,,,,,,,,,,,,,,,,,40000,16:52:39 15 Sep 2020
2020,Senate,WV-S2,8/18/20,_lite,Paula Jean Swearengin,"","","",Franklin Riley,Shelley Moore Capito,"","","","",.0212,0,0,0,.9788,0,0,0,0,0,.0212,.9788,.0023,.2418306,752306.3,903375.4,603396,32.89568,0,0,0,3.603698,63.50063,0,0,0,0,6.664267,0,42.20673,72.84624,0,0,0,0,0,0,1.102566,0,23.57551,54.16526,0,0,0,0,0,0,-33.36588,1405756,,-30.60495,-12.22998,-48.95509,,,,,,,,,,,,,,,,,,,40000,16:52:39 15 Sep 2020
2020,Senate,VA-S2,8/18/20,_lite,Mark Warner,"","","","",Daniel Gade,"","","",all others,.97225,0,0,0,.02775,0,0,0,0,0,.97225,.02775,.0066625,.1363353,3865514,4539821,3213304,62.20129,0,0,0,0,34.41493,0,0,0,3.383774,0,6.384541,71.26828,43.39907,0,0,0,0,0,0,0,1.002401,53.1226,25.32578,0,0,0,0,0,0,7.214744,5841246,,27.78636,45.57678,10.0098,,,,,,,,,,,,,,,,,,,40000,16:52:39 15 Sep 2020
2020,Senate,TX-S2,8/18/20,_lite,M.J. Hegar,"","","","",John Cornyn,"","","",all others,.146625,0,0,0,.853375,0,0,0,0,0,.146625,.853375,.0205,.170166,9529264,1.12e+07,7914102,44.0101,0,0,0,0,52.96391,0,0,0,3.025989,0,5.773141,49.60996,58.55363,0,0,0,0,0,0,0,.846784,38.38152,47.31483,0,0,0,0,0,0,-16.95765,1.79e+07,,-8.953808,1.893986,-19.79496,,,,,,,,,,,,,,,,,,,40000,16:52:39 15 Sep 2020
2020,Senate,TN-S2,8/18/20,_lite,Marquita Bradshaw,"","","","",Bill Hagerty,"","","",all others,.164075,0,0,0,.835925,0,0,0,0,0,.164075,.835925,.0212375,.6509462,2580694,3079576,2104690,39.8637,0,0,0,0,53.80946,0,0,0,6.326837,0,10.85308,49.4132,63.21997,0,0,0,0,0,0,0,2.533904,30.47952,44.29236,0,0,0,0,0,0,-27.59,4638481,,-13.94575,4.564209,-32.12453,,,,,,,,,,,,,,,,,,,40000,16:52:39 15 Sep 2020
2020,Senate,SD-S2,8/18/20,_lite,Dan Ahlers,"","","","",Mike Rounds,"","","","",.038675,0,0,0,.961325,0,0,0,0,0,.038675,.961325,.0047625,1.003895,375253.8,448249.1,304333.9,36.74965,0,0,0,0,63.25035,0,0,0,0,0,0,46.09385,72.50233,0,0,0,0,0,0,0,0,27.49767,53.90615,0,0,0,0,0,0,-28.19171,635783,,-26.5007,-7.812305,-45.00466,,,,,,,,,,,,,,,,,,,40000,16:52:39 15 Sep 2020
2020,Senate,SC-S2,8/18/20,_lite,Jaime Harrison,"","","",Bill Bledsoe,Lindsey Graham,"","","","",.21365,0,0,0,.786325,0,0,0,.000025,0,.213675,.786325,.0332375,1.172778,2241768,2658687,1843241,45.7275,0,0,0,1.961567,52.31093,0,0,0,0,3.936217,0,51.18781,57.77357,0,0,0,0,0,0,.4534628,0,40.24716,46.84511,0,0,0,0,0,0,-16.27831,3786973,,-6.583427,4.112701,-17.3002,,,,,,,,,,,,,,,,,,,40000,16:52:39 15 Sep 2020
2020,Senate,RI-S2,8/18/20,_lite,Jack Reed,"","","","",Allen Waters,"","","","",.995575,0,0,0,.004425,0,0,0,0,0,.995575,.004425,.0009625,.1669259,456094.9,546233.4,370343.7,70.39703,0,0,0,0,29.60297,0,0,0,0,0,0,79.18321,38.41706,0,0,0,0,0,0,0,0,61.58294,20.81679,0,0,0,0,0,0,24.14743,787223,,40.79405,58.36642,23.16587,,,,,,,,,,,,,,,,,,,40000,16:52:39 15 Sep 2020
2020,Senate,OR-S2,8/18/20,_lite,Jeff Merkley,"","","",Ibrahim Taher,Jo Rae Perkins,"","","","",.9743,0,0,0,.0257,0,0,0,0,0,.9743,.0257,.00725,.2986369,1920316,2274368,1582613,61.64108,0,0,0,4.683626,33.67529,0,0,0,0,8.376451,0,70.91747,42.81207,0,0,0,0,0,0,1.626654,0,52.45986,24.30421,0,0,0,0,0,0,7.486742,3051952,,27.96579,46.22358,10.04145,,,,,,,,,,,,,,,,,,,40000,16:52:39 15 Sep 2020
2020,Senate,OK-S2,8/18/20,_lite,Abby Broyles,"","","","",Jim Inhofe,"","","",all others,.0363,0,0,0,.9637,0,0,0,0,0,.0363,.9637,.003875,.2038371,1503719,1803658,1214219,38.14721,0,0,0,0,58.7141,0,0,0,3.138697,0,5.973809,45.44376,66.01303,0,0,0,0,0,0,0,.8918678,30.84294,51.38123,0,0,0,0,0,0,-33.47742,2782455,,-20.56689,-6.195387,-34.88201,,,,,,,,,,,,,,,,,,,40000,16:52:39 15 Sep 2020
2020,Senate,NM-S2,8/18/20,_lite,Ben Ray Luján,"","","",Bob Walsh,Mark Ronchetti,"","","","",.892175,0,0,0,.107775,0,0,0,.00005,0,.892225,.107775,.0302875,2.9015,825693.9,986743.3,672254.5,54.17333,0,0,0,4.976403,40.85027,0,0,0,0,8.845991,0,61.43917,48.00775,0,0,0,0,0,0,1.769039,0,46.92575,33.62988,0,0,0,0,0,0,7.959666,1466552,,13.32306,27.24144,-.4812202,,,,,,,,,,,,,,,,,,,40000,16:52:39 15 Sep 2020
2020,Senate,NJ-S2,8/18/20,_lite,Cory Booker,"","","","",Rikin Mehta,"","","",all others,.9447,0,0,0,.0553,0,0,0,0,0,.9447,.0553,.0157375,.3231803,3851846,4528868,3202765,58.03206,0,0,0,0,39.03702,0,0,0,2.93092,0,5.643072,65.7756,46.67927,0,0,0,0,0,0,0,.804389,50.39863,31.2889,0,0,0,0,0,0,10.69727,6106642,,18.99504,34.21495,3.983047,,,,,,,,,,,,,,,,,,,40000,16:52:39 15 Sep 2020
2020,Senate,NH-S2,8/18/20,_lite,Jeanne Shaheen,"","","",Justin O'Donnell,Corky Messner,"","","","",.9448,0,0,0,.055175,0,0,0,.000025,0,.9448,.0552,.0187125,1.999677,740201.9,869623.9,614054.9,57.07084,0,0,0,2.255207,40.67395,0,0,0,0,4.439659,0,63.7664,47.2535,0,0,0,0,0,0,.5551387,0,50.46365,33.95795,0,0,0,0,0,0,-.6705542,1049319,,16.39688,29.59402,3.415771,,,,,,,,,,,,,,,,,,,40000,16:52:39 15 Sep 2020
2020,Senate,NE-S2,8/18/20,_lite,Chris Janicek,"","","",Gene Siadek,Ben Sasse,"","","","",.0646,0,0,0,.93535,0,0,0,.00005,0,.064625,.935375,.0073875,.6982549,836877.1,995328.6,684425.5,37.00853,0,0,0,3.711973,59.27949,0,0,0,0,6.875606,0,46.4926,68.61,0,0,0,0,0,0,1.157676,0,27.644,49.77943,0,0,0,0,0,0,-24.82334,1356148,,-22.27096,-3.64353,-40.58636,,,,,,,,,,,,,,,,,,,40000,16:52:39 15 Sep 2020
2020,Senate,NC-S2,8/18/20,_lite,Cal Cunningham,"","","","",Thom Tillis,"","","",all others,.752825,0,0,0,.247175,0,0,0,0,0,.752825,.247175,.09055,1.472027,4865763,5707081,4063280,51.30293,0,0,0,0,45.92448,0,0,0,2.772591,0,5.348002,56.61954,51.18873,0,0,0,0,0,0,0,.7516212,46.00663,40.58728,0,0,0,0,0,0,-4.139143,7495845,,5.378445,15.66948,-4.832788,,,,,,,,,,,,,,,,,,,40000,16:52:39 15 Sep 2020
2020,Senate,MT-S2,8/18/20,_lite,Steve Bullock,"","","","",Steve Daines,"","","","",.44705,0,0,0,.55295,0,0,0,0,0,.44705,.55295,.0683125,10.0149,539549.9,639665.1,443454.4,49.32186,0,0,0,0,50.67814,0,0,0,0,0,0,55.57721,56.87784,0,0,0,0,0,0,0,0,43.12216,44.42279,0,0,0,0,0,0,-18.36046,815020,,-1.356277,11.15442,-13.75568,,,,,,,,,,,,,,,,,,,40000,16:52:39 15 Sep 2020
2020,Senate,MS-S2,8/18/20,_lite,Mike Espy,"","","",Jimmy Edwards,Cindy Hyde-Smith,"","","","",.1633,0,0,0,.836675,0,0,0,.000025,0,.1633,.8367,.021525,1.345254,1265660,1496240,1043799,43.81974,0,0,0,1.617269,54.56299,0,0,0,0,3.322397,0,50.88902,61.72164,0,0,0,0,0,0,.3385679,0,36.64919,47.4406,0,0,0,0,0,0,-14.64693,2003058,,-10.74325,3.287176,-24.93731,,,,,,,,,,,,,,,,,,,40000,16:52:39 15 Sep 2020
2020,Senate,MN-S2,8/18/20,_lite,Tina Smith,"","","","",Jason Lewis,"","","",all others,.7124,0,0,0,.2876,0,0,0,0,0,.7124,.2876,.064775,1.753485,2922022,3418259,2448262,51.15749,0,0,0,0,45.85472,0,0,0,2.987789,0,5.675973,57.43678,52.16431,0,0,0,0,0,0,0,.8354967,44.81192,39.52651,0,0,0,0,0,0,1.449026,4031262,,5.302765,17.61095,-7.01548,,,,,,,,,,,,,,,,,,,40000,16:52:39 15 Sep 2020
2020,Senate,MI-S2,8/18/20,_lite,Gary Peters,"","","","",John James,"","","",all others,.915075,0,0,0,.084925,0,0,0,0,0,.915075,.084925,.0419,.678095,4887668,5715513,4073175,53.60808,0,0,0,0,43.3512,0,0,0,3.040716,0,5.810836,58.62623,48.29604,0,0,0,0,0,0,0,.8635757,48.54532,38.31952,0,0,0,0,0,0,5.782255,7443238,,10.25688,19.91654,.73032,,,,,,,,,,,,,,,,,,,40000,16:52:39 15 Sep 2020
2020,Senate,ME-S2,8/18/20,_lite,Sara Gideon,"","","","",Susan Collins,"","","",all others,.623,0,0,0,.377,0,0,0,0,0,.623,.377,.0903625,9.277534,770431.1,903472.1,640792.4,51.30946,0,0,0,0,48.69054,0,0,0,0,0,0,56.95963,54.32243,0,0,0,0,0,0,0,0,45.67757,43.04037,0,0,0,0,0,0,3.029066,1067388,,2.618919,13.91925,-8.644848,,,,,,,,,,,,,,,,,,,40000,16:52:39 15 Sep 2020
2020,Senate,MA-S2,8/18/20,_lite,Ed Markey,"","","","",Kevin O'Connor,"","","",all others,.99505,0,0,0,.00495,0,0,0,0,0,.99505,.00495,.0013875,.0345146,3179864,3747027,2635343,67.67891,0,0,0,0,28.34102,0,0,0,3.980067,0,7.368292,76.68056,37.26411,0,0,0,0,0,0,0,1.280545,58.75949,19.35987,0,0,0,0,0,0,22.99946,4981824,,39.33788,56.89449,21.80874,,,,,,,,,,,,,,,,,,,40000,16:52:39 15 Sep 2020
