cycle,state,modeldate,candidate_name,pct_estimate,pct_trend_adjusted
2020,Washington,10/30/2020,Donald Trump,34.53045,35.23871
2020,Virginia,10/30/2020,Donald Trump,41.24899,41.44444
2020,Vermont,10/30/2020,Donald Trump,28.61097,28.94405
2020,Utah,10/30/2020,Donald Trump,50.54736,51.13339
2020,Texas,10/30/2020,Donald Trump,47.93625,48.11536
2020,Tennessee,10/30/2020,Donald Trump,54.25537,54.39256
2020,South Dakota,10/30/2020,Donald Trump,53.41544,53.71167
2020,South Carolina,10/30/2020,Donald Trump,51.22606,51.38571
2020,Rhode Island,10/30/2020,Donald Trump,31.6223,32.31933
2020,Pennsylvania,10/30/2020,Donald Trump,44.87771,45.06028
2020,Oregon,10/30/2020,Donald Trump,37.36869,37.96304
2020,Oklahoma,10/30/2020,Donald Trump,58.65526,58.94135
2020,Ohio,10/30/2020,Donald Trump,47.0987,47.23359
2020,North Dakota,10/30/2020,Donald Trump,56.26013,56.58128
2020,North Carolina,10/30/2020,Donald Trump,46.56619,46.68418
2020,New York,10/30/2020,Donald Trump,31.64698,32.05735
2020,New Mexico,10/30/2020,Donald Trump,41.11557,41.87176
2020,New Jersey,10/30/2020,Donald Trump,36.88936,37.14519
2020,New Hampshire,10/30/2020,Donald Trump,42.61684,42.65774
2020,Nevada,10/30/2020,Donald Trump,43.72804,43.86199
2020,Nebraska,10/30/2020,Donald Trump,51.82415,52.22072
2020,National,10/30/2020,Donald Trump,43.0048,43.22344
2020,NE-2,10/30/2020,Donald Trump,43.34541,44.26609
2020,NE-1,10/30/2020,Donald Trump,49.43985,50.48703
2020,Montana,10/30/2020,Donald Trump,50.20027,50.29258
2020,Missouri,10/30/2020,Donald Trump,50.90684,51.27151
2020,Mississippi,10/30/2020,Donald Trump,55.12126,55.30878
2020,Minnesota,10/30/2020,Donald Trump,41.80846,41.97629
2020,Michigan,10/30/2020,Donald Trump,42.52936,42.63648
2020,Massachusetts,10/30/2020,Donald Trump,28.55979,29.0635
2020,Maryland,10/30/2020,Donald Trump,31.56151,31.85679
2020,Maine,10/30/2020,Donald Trump,39.69638,39.83428
2020,ME-2,10/30/2020,Donald Trump,45.04217,45.23466
2020,ME-1,10/30/2020,Donald Trump,36.35744,36.59577
2020,Louisiana,10/30/2020,Donald Trump,56.59729,56.96326
2020,Kentucky,10/30/2020,Donald Trump,55.31158,55.60969
2020,Kansas,10/30/2020,Donald Trump,51.61023,51.83035
2020,Iowa,10/30/2020,Donald Trump,46.57856,46.71258
2020,Indiana,10/30/2020,Donald Trump,50.69305,50.89538
2020,Illinois,10/30/2020,Donald Trump,40.44967,40.91327
2020,Idaho,10/30/2020,Donald Trump,57.16489,57.52469
2020,Hawaii,10/30/2020,Donald Trump,29.86639,30.73223
2020,Georgia,10/30/2020,Donald Trump,46.58615,46.72357
2020,Florida,10/30/2020,Donald Trump,46.36434,46.54689
2020,District of Columbia,10/30/2020,Donald Trump,6.706098,6.89335
2020,Delaware,10/30/2020,Donald Trump,34.2728,34.77013
2020,Connecticut,10/30/2020,Donald Trump,32.05373,32.62623
2020,Colorado,10/30/2020,Donald Trump,39.94778,40.4313
2020,California,10/30/2020,Donald Trump,32.76677,33.13388
2020,Arkansas,10/30/2020,Donald Trump,58.73613,59.20037
2020,Arizona,10/30/2020,Donald Trump,45.42452,45.63936
2020,Alaska,10/30/2020,Donald Trump,50.86548,51.08545
2020,Alabama,10/30/2020,Donald Trump,56.90001,56.9408
2020,Wyoming,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,39.88161,40.05443
2020,Wisconsin,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.16192,40.20757
2020,West Virginia,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.12335,40.21333
2020,Washington,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,39.63728,40.11553
2020,Virginia,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.04583,40.18753
2020,Vermont,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.72992,40.58709
2020,Utah,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,39.7785,40.1592
2020,Texas,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.43608,40.38253
2020,Tennessee,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.30439,40.31266
2020,South Dakota,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,39.83217,40.0431
2020,South Carolina,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,39.8224,39.90914
2020,Rhode Island,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,39.8497,40.17204
2020,Pennsylvania,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.35813,40.36589
2020,Oregon,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,39.81928,39.99981
2020,Oklahoma,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,39.88289,40.00931
2020,Ohio,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.30549,40.33471
2020,North Dakota,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,39.70001,39.79465
2020,North Carolina,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.31274,40.33242
2020,New York,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,41.00038,40.74074
2020,New Mexico,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,39.77589,39.93447
2020,New Jersey,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.03282,40.13668
2020,New Hampshire,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.04125,40.12178
2020,Nevada,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.24441,40.40685
2020,Nebraska,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,39.8876,40.07989
2020,National,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.25931,40.31457
2020,NE-2,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,39.0867,39.08381
2020,NE-1,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,38.57073,38.79741
2020,Montana,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,39.97166,40.00121
2020,Missouri,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.54768,40.39634
2020,Mississippi,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.97412,40.64573
2020,Minnesota,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.04756,40.19908
2020,Michigan,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.37886,40.36032
2020,Massachusetts,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,41.1468,40.59645
2020,Maryland,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.12833,40.13828
2020,Maine,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.31381,40.00639
2020,ME-2,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.23153,39.97261
2020,ME-1,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.19804,39.99701
2020,Louisiana,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.47938,40.37619
2020,Kentucky,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,39.96351,39.93435
2020,Kansas,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,39.9694,39.98803
2020,Iowa,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.07302,40.14967
2020,Indiana,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.51424,40.47253
2020,Illinois,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,39.74287,40.02014
2020,Idaho,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.81376,40.44085
2020,Hawaii,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,39.69502,40.16501
2020,Georgia,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.26512,40.29002
2020,Florida,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.29066,40.33367
2020,District of Columbia,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,39.81639,39.992
2020,Delaware,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,39.89475,40.04199
2020,Connecticut,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.16165,40.31687
2020,Colorado,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.05945,40.24903
2020,California,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.89079,40.5685
2020,Arkansas,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,39.62395,39.96463
2020,Arizona,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.38112,40.38948
2020,Alaska,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,39.85235,39.90831
2020,Alabama,10/30/2020,Convention Bounce for Joseph R. Biden Jr.,40.25309,40.26673
2020,Wyoming,10/30/2020,Convention Bounce for Donald Trump,39.93702,40.04311
2020,Wisconsin,10/30/2020,Convention Bounce for Donald Trump,40.38034,40.41513
2020,West Virginia,10/30/2020,Convention Bounce for Donald Trump,40.29575,40.20501
2020,Washington,10/30/2020,Convention Bounce for Donald Trump,39.64135,40.14061
2020,Virginia,10/30/2020,Convention Bounce for Donald Trump,40.1542,40.35489
2020,Vermont,10/30/2020,Convention Bounce for Donald Trump,40.19417,39.72296
2020,Utah,10/30/2020,Convention Bounce for Donald Trump,39.65612,40.03477
2020,Texas,10/30/2020,Convention Bounce for Donald Trump,40.50399,40.58406
2020,Tennessee,10/30/2020,Convention Bounce for Donald Trump,40.43599,40.3623
2020,South Dakota,10/30/2020,Convention Bounce for Donald Trump,39.87616,40.03775
2020,South Carolina,10/30/2020,Convention Bounce for Donald Trump,40.27148,40.27517
2020,Rhode Island,10/30/2020,Convention Bounce for Donald Trump,39.97621,40.09055
2020,Pennsylvania,10/30/2020,Convention Bounce for Donald Trump,40.38016,40.49778
2020,Oregon,10/30/2020,Convention Bounce for Donald Trump,40.14193,39.7837
2020,Oklahoma,10/30/2020,Convention Bounce for Donald Trump,40.03679,40.06462
2020,Ohio,10/30/2020,Convention Bounce for Donald Trump,40.41757,40.48897
2020,North Dakota,10/30/2020,Convention Bounce for Donald Trump,39.98704,39.64253
2020,North Carolina,10/30/2020,Convention Bounce for Donald Trump,40.29823,40.34618
2020,New York,10/30/2020,Convention Bounce for Donald Trump,40.0699,39.70685
2020,New Mexico,10/30/2020,Convention Bounce for Donald Trump,40.69729,40.69882
2020,New Jersey,10/30/2020,Convention Bounce for Donald Trump,40.22086,40.23252
2020,New Hampshire,10/30/2020,Convention Bounce for Donald Trump,40.21504,40.19748
2020,Nevada,10/30/2020,Convention Bounce for Donald Trump,39.83737,40.07949
2020,Nebraska,10/30/2020,Convention Bounce for Donald Trump,40.00661,40.00555
2020,National,10/30/2020,Convention Bounce for Donald Trump,40.36951,40.48808
2020,NE-2,10/30/2020,Convention Bounce for Donald Trump,41.11044,40.56316
2020,NE-1,10/30/2020,Convention Bounce for Donald Trump,41.44137,41.64567
2020,Montana,10/30/2020,Convention Bounce for Donald Trump,40.51179,40.52644
2020,Missouri,10/30/2020,Convention Bounce for Donald Trump,40.69281,40.38122
2020,Mississippi,10/30/2020,Convention Bounce for Donald Trump,41.55153,41.0468
2020,Minnesota,10/30/2020,Convention Bounce for Donald Trump,40.10265,40.16666
2020,Michigan,10/30/2020,Convention Bounce for Donald Trump,40.45966,40.50185
2020,Massachusetts,10/30/2020,Convention Bounce for Donald Trump,40.88219,40.30375
2020,Maryland,10/30/2020,Convention Bounce for Donald Trump,40.4899,40.31606
2020,Maine,10/30/2020,Convention Bounce for Donald Trump,40.8783,40.11075
2020,ME-2,10/30/2020,Convention Bounce for Donald Trump,40.66505,40.01083
2020,ME-1,10/30/2020,Convention Bounce for Donald Trump,40.56763,39.96659
2020,Louisiana,10/30/2020,Convention Bounce for Donald Trump,40.61412,40.36232
2020,Kentucky,10/30/2020,Convention Bounce for Donald Trump,40.34111,40.09962
2020,Kansas,10/30/2020,Convention Bounce for Donald Trump,40.31944,40.10191
2020,Iowa,10/30/2020,Convention Bounce for Donald Trump,40.19989,40.23244
2020,Indiana,10/30/2020,Convention Bounce for Donald Trump,40.09203,39.9794
2020,Illinois,10/30/2020,Convention Bounce for Donald Trump,39.78483,39.69066
2020,Idaho,10/30/2020,Convention Bounce for Donald Trump,41.49654,40.70922
2020,Hawaii,10/30/2020,Convention Bounce for Donald Trump,39.75574,40.10031
2020,Georgia,10/30/2020,Convention Bounce for Donald Trump,40.33888,40.40948
2020,Florida,10/30/2020,Convention Bounce for Donald Trump,40.15063,40.29258
2020,District of Columbia,10/30/2020,Convention Bounce for Donald Trump,39.94469,39.92397
2020,Delaware,10/30/2020,Convention Bounce for Donald Trump,39.90067,39.6415
2020,Connecticut,10/30/2020,Convention Bounce for Donald Trump,40.23869,40.38624
2020,Colorado,10/30/2020,Convention Bounce for Donald Trump,40.28016,40.33519
2020,California,10/30/2020,Convention Bounce for Donald Trump,40.60065,40.27597
2020,Arkansas,10/30/2020,Convention Bounce for Donald Trump,39.65326,39.94164
2020,Arizona,10/30/2020,Convention Bounce for Donald Trump,40.47456,40.50581
2020,Alaska,10/30/2020,Convention Bounce for Donald Trump,40.41147,40.28763
2020,Alabama,10/30/2020,Convention Bounce for Donald Trump,40.05003,39.9894
2020,Wyoming,10/29/2020,Joseph R. Biden Jr.,29.02563,29.26674
2020,Wisconsin,10/29/2020,Joseph R. Biden Jr.,51.7749,51.77944
2020,West Virginia,10/29/2020,Joseph R. Biden Jr.,35.39648,35.49167
2020,Washington,10/29/2020,Joseph R. Biden Jr.,58.27207,58.39064
2020,Virginia,10/29/2020,Joseph R. Biden Jr.,52.69707,52.65822
2020,Vermont,10/29/2020,Joseph R. Biden Jr.,64.21293,64.55284
2020,Utah,10/29/2020,Joseph R. Biden Jr.,40.10619,40.25537
2020,Texas,10/29/2020,Joseph R. Biden Jr.,46.93267,46.83416
2020,Tennessee,10/29/2020,Joseph R. Biden Jr.,40.03741,40.94512
2020,South Dakota,10/29/2020,Joseph R. Biden Jr.,39.66976,39.82572
2020,South Carolina,10/29/2020,Joseph R. Biden Jr.,43.58004,43.5844
2020,Rhode Island,10/29/2020,Joseph R. Biden Jr.,64.23104,64.58429
2020,Pennsylvania,10/29/2020,Joseph R. Biden Jr.,50.09035,50.06372
2020,Oregon,10/29/2020,Joseph R. Biden Jr.,57.37515,57.76535
2020,Oklahoma,10/29/2020,Joseph R. Biden Jr.,36.26582,36.5635
2020,Ohio,10/29/2020,Joseph R. Biden Jr.,46.45739,46.4763
2020,North Dakota,10/29/2020,Joseph R. Biden Jr.,38.65553,38.99471
2020,North Carolina,10/29/2020,Joseph R. Biden Jr.,49.0093,49.00263
2020,New York,10/29/2020,Joseph R. Biden Jr.,61.20155,61.9209
2020,New Mexico,10/29/2020,Joseph R. Biden Jr.,52.4193,52.68797
2020,New Jersey,10/29/2020,Joseph R. Biden Jr.,58.44711,58.53682
2020,New Hampshire,10/29/2020,Joseph R. Biden Jr.,53.87097,53.93233
2020,Nevada,10/29/2020,Joseph R. Biden Jr.,49.61622,49.64907
2020,Nebraska,10/29/2020,Joseph R. Biden Jr.,43.95285,44.27505
2020,National,10/29/2020,Joseph R. Biden Jr.,52.08617,52.03194
2020,NE-2,10/29/2020,Joseph R. Biden Jr.,49.48772,50.44209
2020,NE-1,10/29/2020,Joseph R. Biden Jr.,44.53186,45.70234
2020,Montana,10/29/2020,Joseph R. Biden Jr.,45.18331,45.2152
2020,Missouri,10/29/2020,Joseph R. Biden Jr.,44.42881,44.56124
2020,Mississippi,10/29/2020,Joseph R. Biden Jr.,38.99355,39.36572
2020,Minnesota,10/29/2020,Joseph R. Biden Jr.,50.19796,50.21357
2020,Michigan,10/29/2020,Joseph R. Biden Jr.,50.68476,50.6771
2020,Massachusetts,10/29/2020,Joseph R. Biden Jr.,65.3281,65.94632
2020,Maryland,10/29/2020,Joseph R. Biden Jr.,61.30206,61.38884
2020,Maine,10/29/2020,Joseph R. Biden Jr.,53.36773,53.67162
2020,ME-2,10/29/2020,Joseph R. Biden Jr.,47.65663,47.91605
2020,ME-1,10/29/2020,Joseph R. Biden Jr.,57.86306,58.15175
2020,Louisiana,10/29/2020,Joseph R. Biden Jr.,37.04436,37.26712
2020,Kentucky,10/29/2020,Joseph R. Biden Jr.,39.4044,39.62922
2020,Kansas,10/29/2020,Joseph R. Biden Jr.,41.80339,42.00555
2020,Iowa,10/29/2020,Joseph R. Biden Jr.,46.92442,46.96321
2020,Indiana,10/29/2020,Joseph R. Biden Jr.,41.38387,41.58695
2020,Illinois,10/29/2020,Joseph R. Biden Jr.,54.7079,55.05271
2020,Idaho,10/29/2020,Joseph R. Biden Jr.,37.52211,37.95714
2020,Hawaii,10/29/2020,Joseph R. Biden Jr.,62.22458,62.50286
2020,Georgia,10/29/2020,Joseph R. Biden Jr.,48.33746,48.29921
2020,Florida,10/29/2020,Joseph R. Biden Jr.,48.70482,48.68329
2020,District of Columbia,10/29/2020,Joseph R. Biden Jr.,87.61406,87.73493
2020,Delaware,10/29/2020,Joseph R. Biden Jr.,58.59579,59.01173
2020,Connecticut,10/29/2020,Joseph R. Biden Jr.,58.56627,59.82764
2020,Colorado,10/29/2020,Joseph R. Biden Jr.,53.86115,53.82837
2020,California,10/29/2020,Joseph R. Biden Jr.,60.85492,61.08167
2020,Arkansas,10/29/2020,Joseph R. Biden Jr.,34.77342,34.94028
2020,Arizona,10/29/2020,Joseph R. Biden Jr.,48.54949,48.50677
2020,Alaska,10/29/2020,Joseph R. Biden Jr.,43.24139,43.3621
2020,Alabama,10/29/2020,Joseph R. Biden Jr.,38.20592,38.36106
2020,Wyoming,10/29/2020,Donald Trump,66.00415,66.27827
2020,Wisconsin,10/29/2020,Donald Trump,43.01399,43.15984
2020,West Virginia,10/29/2020,Donald Trump,59.52943,59.73701
2020,Washington,10/29/2020,Donald Trump,35.1046,35.73891
2020,Virginia,10/29/2020,Donald Trump,40.6135,40.90896
2020,Vermont,10/29/2020,Donald Trump,29.01805,29.29327
2020,Utah,10/29/2020,Donald Trump,50.85624,51.38695
2020,Texas,10/29/2020,Donald Trump,47.86353,48.09527
2020,Tennessee,10/29/2020,Donald Trump,54.34401,54.47647
2020,South Dakota,10/29/2020,Donald Trump,52.892,53.12643
2020,South Carolina,10/29/2020,Donald Trump,51.24258,51.38274
2020,Rhode Island,10/29/2020,Donald Trump,30.89353,31.71173
2020,Pennsylvania,10/29/2020,Donald Trump,44.82368,44.97019
2020,Oregon,10/29/2020,Donald Trump,37.25496,37.82826
2020,Oklahoma,10/29/2020,Donald Trump,58.0948,58.30912
2020,Ohio,10/29/2020,Donald Trump,46.47766,46.60136
2020,North Dakota,10/29/2020,Donald Trump,55.55303,55.79006
2020,North Carolina,10/29/2020,Donald Trump,46.83643,46.93587
2020,New York,10/29/2020,Donald Trump,31.07278,31.611
2020,New Mexico,10/29/2020,Donald Trump,41.32745,42.00419
2020,New Jersey,10/29/2020,Donald Trump,36.67227,37.08285
2020,New Hampshire,10/29/2020,Donald Trump,42.5278,42.53479
2020,Nevada,10/29/2020,Donald Trump,43.39149,43.53651
2020,Nebraska,10/29/2020,Donald Trump,50.57535,50.96562
2020,National,10/29/2020,Donald Trump,42.96125,43.18202
2020,NE-2,10/29/2020,Donald Trump,43.35954,44.10874
2020,NE-1,10/29/2020,Donald Trump,49.45059,50.3466
2020,Montana,10/29/2020,Donald Trump,50.37685,50.45522
2020,Missouri,10/29/2020,Donald Trump,50.8721,51.24527
2020,Mississippi,10/29/2020,Donald Trump,55.1314,55.29277
2020,Minnesota,10/29/2020,Donald Trump,41.89337,42.03867
2020,Michigan,10/29/2020,Donald Trump,42.43221,42.58124
2020,Massachusetts,10/29/2020,Donald Trump,28.32451,28.84881
2020,Maryland,10/29/2020,Donald Trump,31.81925,32.17391
2020,Maine,10/29/2020,Donald Trump,39.63625,39.70732
2020,ME-2,10/29/2020,Donald Trump,45.05996,45.15919
2020,ME-1,10/29/2020,Donald Trump,36.3745,36.51215
2020,Louisiana,10/29/2020,Donald Trump,56.29806,56.62418
2020,Kentucky,10/29/2020,Donald Trump,54.99729,55.22084
2020,Kansas,10/29/2020,Donald Trump,51.08591,51.29704
2020,Iowa,10/29/2020,Donald Trump,46.55628,46.653
2020,Indiana,10/29/2020,Donald Trump,50.0392,50.36523
2020,Illinois,10/29/2020,Donald Trump,39.2616,39.92098
2020,Idaho,10/29/2020,Donald Trump,56.93031,57.21507
2020,Hawaii,10/29/2020,Donald Trump,30.49443,31.3801
2020,Georgia,10/29/2020,Donald Trump,46.49762,46.64849
2020,Florida,10/29/2020,Donald Trump,46.3563,46.50365
2020,District of Columbia,10/29/2020,Donald Trump,8.073648,8.290347
2020,Delaware,10/29/2020,Donald Trump,33.85462,34.33449
2020,Connecticut,10/29/2020,Donald Trump,33.46282,33.95452
2020,Colorado,10/29/2020,Donald Trump,39.50828,40.15298
2020,California,10/29/2020,Donald Trump,31.65203,32.11934
2020,Arkansas,10/29/2020,Donald Trump,59.74064,60.12883
2020,Arizona,10/29/2020,Donald Trump,45.53489,45.72322
2020,Alaska,10/29/2020,Donald Trump,50.64383,50.82158
2020,Alabama,10/29/2020,Donald Trump,57.12173,57.2055
2020,Wyoming,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.12963,40.21749
2020,Wisconsin,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.03305,40.16108
2020,West Virginia,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.15258,40.24247
2020,Washington,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.1168,40.30761
2020,Virginia,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.05412,40.35542
2020,Vermont,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.90993,40.65899
2020,Utah,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.1018,40.28463
2020,Texas,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.48957,40.54747
2020,Tennessee,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.31933,40.36349
2020,South Dakota,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.07087,40.20542
2020,South Carolina,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,39.81572,39.91241
2020,Rhode Island,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.08755,40.35125
2020,Pennsylvania,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.32914,40.36045
2020,Oregon,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.03762,40.12137
2020,Oklahoma,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.32152,40.20977
2020,Ohio,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.34713,40.40476
2020,North Dakota,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,39.83424,39.80697
2020,North Carolina,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.29257,40.32792
2020,New York,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,41.54028,41.1239
2020,New Mexico,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.42735,40.25481
2020,New Jersey,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.0977,40.25755
2020,New Hampshire,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.03228,40.12535
2020,Nevada,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.08301,40.3409
2020,Nebraska,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.11292,40.23201
2020,National,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.34996,40.47416
2020,NE-2,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,39.06673,39.14716
2020,NE-1,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,38.55076,38.83087
2020,Montana,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.02078,40.07529
2020,Missouri,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.17606,40.22572
2020,Mississippi,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.98366,40.67141
2020,Minnesota,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,39.97713,40.12347
2020,Michigan,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.21239,40.32211
2020,Massachusetts,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,41.36664,40.74323
2020,Maryland,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.32343,40.39806
2020,Maine,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.33946,40.0277
2020,ME-2,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.2131,39.97533
2020,ME-1,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.17989,40.01625
2020,Louisiana,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.28169,40.17455
2020,Kentucky,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,39.96565,39.96381
2020,Kansas,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,39.98805,40.09958
2020,Iowa,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.15517,40.25397
2020,Indiana,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.48796,40.56098
2020,Illinois,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,39.54929,39.9706
2020,Idaho,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,41.27513,40.66941
2020,Hawaii,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,39.94254,40.38415
2020,Georgia,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.36782,40.40157
2020,Florida,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.26293,40.33134
2020,District of Columbia,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.09681,40.23843
2020,Delaware,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.51418,40.42634
2020,Connecticut,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.25455,40.45868
2020,Colorado,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,39.9761,40.35315
2020,California,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.85013,40.55521
2020,Arkansas,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.10729,40.24288
2020,Arizona,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.36923,40.40405
2020,Alaska,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,39.83951,39.91897
2020,Alabama,10/29/2020,Convention Bounce for Joseph R. Biden Jr.,40.39109,40.36114
2020,Wyoming,10/29/2020,Convention Bounce for Donald Trump,40.34697,40.16638
2020,Wisconsin,10/29/2020,Convention Bounce for Donald Trump,40.32393,40.3488
2020,West Virginia,10/29/2020,Convention Bounce for Donald Trump,40.25216,40.26894
2020,Washington,10/29/2020,Convention Bounce for Donald Trump,40.42778,40.31108
2020,Virginia,10/29/2020,Convention Bounce for Donald Trump,39.97017,40.23379
2020,Vermont,10/29/2020,Convention Bounce for Donald Trump,40.54629,39.78555
2020,Utah,10/29/2020,Convention Bounce for Donald Trump,40.28543,40.19173
2020,Texas,10/29/2020,Convention Bounce for Donald Trump,40.15145,40.3698
2020,Tennessee,10/29/2020,Convention Bounce for Donald Trump,40.51575,40.3787
2020,South Dakota,10/29/2020,Convention Bounce for Donald Trump,40.20432,40.22224
2020,South Carolina,10/29/2020,Convention Bounce for Donald Trump,40.35397,40.30419
2020,Rhode Island,10/29/2020,Convention Bounce for Donald Trump,40.31725,40.20583
2020,Pennsylvania,10/29/2020,Convention Bounce for Donald Trump,40.57069,40.54681
2020,Oregon,10/29/2020,Convention Bounce for Donald Trump,40.54283,39.85624
2020,Oklahoma,10/29/2020,Convention Bounce for Donald Trump,40.67495,40.28856
2020,Ohio,10/29/2020,Convention Bounce for Donald Trump,40.46878,40.51917
