cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00005,.0061,,358,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000025,.008425,,357,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0003,.005725,,356,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000525,.002175,,355,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000025,.003275,,354,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00015,.00845,,353,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000025,.00325,,352,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000175,.010625,,351,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0004,.016325,,350,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000175,0,,35,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00015,.004425,,349,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0002,.003,,348,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0001,.003025,,347,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00005,.00415,,346,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00025,.002625,,345,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0002,.004525,,344,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000175,.00325,,343,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00075,.004125,,342,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000325,.00525,,341,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000225,.00695,,340,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000175,0,,34,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00025,.00785,,339,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0003,.005425,,338,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00105,.0034,,337,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000225,.003775,,336,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00065,.013775,,335,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00035,.0099,,334,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000475,.00565,,333,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000125,.00215,,332,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0006,.0022,,331,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000225,.003925,,330,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000125,0,,33,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0004,.0049,,329,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00175,.00315,,328,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0008,.002625,,327,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00115,.00295,,326,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0005,.003375,,325,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00025,.008075,,324,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000475,.00705,,323,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00155,.00505,,322,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0007,.00305,,321,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00035,.007125,,320,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00015,0,,32,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000425,.0153,,319,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001175,.005775,,318,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00075,.003075,,317,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00145,.003425,,316,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000425,.00415,,315,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0005,.003025,,314,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0005,.00575,,313,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00265,.0031,,312,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001225,.0033,,311,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00075,.003975,,310,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00005,0,,31,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0005,.006575,,309,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0007,.00755,,308,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00055,.004475,,307,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001825,.00495,,306,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000875,.003875,,305,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000425,.003225,,304,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000575,.002075,,303,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0023,.002925,,302,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00135,.0021,,301,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001475,.002075,,300,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000125,0,,30,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000025,0,,3,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000725,.00265,,299,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000425,.00375,,298,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000675,.003525,,297,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00315,.00225,,296,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00225,.0074,,295,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001225,.00825,,294,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000575,.0043,,293,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001525,.0024,,292,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001325,.0069,,291,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002975,.0113,,290,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000125,0,,29,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0012,.006225,,289,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000575,.003625,,288,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0008,.00185,,287,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00625,.001725,,286,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.005825,.002375,,285,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001975,.002475,,284,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00065,.001775,,283,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000975,.00195,,282,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001175,.00105,,281,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.007425,.00725,,280,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0001,0,,28,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.005875,.017575,,279,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000875,.006975,,278,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000575,.000975,,277,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00205,.001475,,276,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003075,.00135,,275,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001525,.00445,,274,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00195,.008275,,273,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000875,.004,,272,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001225,.0014,,271,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002475,.002925,,270,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000125,0,,27,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.004525,.004525,,269,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002925,.002475,,268,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0014,.001225,,267,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.004,.000875,,266,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.008275,.00195,,265,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00445,.001525,,264,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00135,.003075,,263,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001475,.00205,,262,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000975,.000575,,261,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.006975,.000875,,260,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000075,0,,26,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.017575,.005875,,259,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00725,.007425,,258,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00105,.001175,,257,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00195,.000975,,256,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001775,.00065,,255,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002475,.001975,,254,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002375,.005825,,253,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001725,.00625,,252,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00185,.0008,,251,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003625,.000575,,250,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0001,0,,25,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.006225,.0012,,249,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0113,.002975,,248,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0069,.001325,,247,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0024,.001525,,246,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0043,.000575,,245,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00825,.001225,,244,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0074,.00225,,243,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00225,.00315,,242,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003525,.000675,,241,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00375,.000425,,240,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0001,0,,24,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00265,.000725,,239,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002075,.001475,,238,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0021,.00135,,237,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002925,.0023,,236,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002075,.000575,,235,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003225,.000425,,234,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003875,.000875,,233,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00495,.001825,,232,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.004475,.00055,,231,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00755,.0007,,230,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000125,0,,23,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.006575,.0005,,229,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003975,.00075,,228,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0033,.001225,,227,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0031,.00265,,226,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00575,.0005,,225,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003025,.0005,,224,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00415,.000425,,223,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003425,.00145,,222,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003075,.00075,,221,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.005775,.001175,,220,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000075,0,,22,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0153,.000425,,219,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.007125,.00035,,218,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00305,.0007,,217,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00505,.00155,,216,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00705,.000475,,215,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.008075,.00025,,214,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003375,.0005,,213,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00295,.00115,,212,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002625,.0008,,211,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00315,.00175,,210,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000025,0,,21,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0049,.0004,,209,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003925,.000225,,208,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0022,.0006,,207,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00215,.000125,,206,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00565,.000475,,205,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0099,.00035,,204,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.013775,.00065,,203,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003775,.000225,,202,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0034,.00105,,201,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.005425,.0003,,200,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00005,0,,20,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",0,0,,2,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00785,.00025,,199,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00695,.000225,,198,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00525,.000325,,197,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.004125,.00075,,196,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00325,.000175,,195,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.004525,.0002,,194,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002625,.00025,,193,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00415,.00005,,192,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003025,.0001,,191,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003,.0002,,190,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000125,0,,19,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.004425,.00015,,189,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.016325,.0004,,188,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.010625,.000175,,187,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00325,.000025,,186,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00845,.00015,,185,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003275,.000025,,184,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002175,.000525,,183,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.005725,.0003,,182,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.008425,.000025,,181,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0061,.00005,,180,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00015,0,,18,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00945,.000025,,179,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003225,.000025,,178,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0021,.000025,,177,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0049,.0001,,176,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003125,.000275,,175,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00555,.00005,,174,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00235,.0001,,173,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001875,.000025,,172,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003225,.00005,,171,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0081,0,,170,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000025,0,,17,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.01395,.00005,,169,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00145,.000075,,168,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002975,0,,167,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00545,0,,166,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00495,0,,165,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0053,0,,164,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.02045,.000125,,163,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002375,.00005,,162,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003625,.000075,,161,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.009,.000025,,160,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000075,0,,16,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002375,0,,159,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.001775,.000025,,158,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.004325,.000025,,157,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003125,.000025,,156,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0018,.00005,,155,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0026,0,,154,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002125,.00005,,153,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0033,0,,152,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00325,0,,151,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.016675,0,,150,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00005,0,,15,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.008425,0,,149,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002675,.000025,,148,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.004875,0,,147,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0032,0,,146,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000725,0,,145,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.007975,.000025,,144,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.0069,0,,143,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003475,.000025,,142,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.006275,0,,141,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.002875,0,,140,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.000075,0,,14,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.00085,0,,139,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",.003375,.000025,,138,20:50:04  2 Nov 2020,40000
