cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,state,step_no,value_inc,value_chal,value_3rd,weight,step_description,timestamp,simulations
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New York,4,1.89608,1.89608,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New York,3,32.99485,62.23203,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New York,2,.0462799,-.1138153,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New York,1,32.94857,62.34585,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New York,10,.0001,.9999,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Mexico,9,42.57285,55.62267,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Mexico,8,46.76522,51.43029,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Mexico,7,42.57284,55.62268,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Mexico,6,41.08902,57.10649,,.2952142,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Mexico,5,43.19437,55.00114,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Mexico,4,1.126328,1.126328,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Mexico,3,42.06805,53.87482,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Mexico,2,-.0499725,.0213737,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Mexico,1,42.11802,53.85344,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Mexico,10,.02225,.97775,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Jersey,9,39.32462,59.8517,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Jersey,8,43.49464,55.68167,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Jersey,7,39.32462,59.8517,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Jersey,6,39.51302,59.6633,,.2725306,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Jersey,5,39.25404,59.92228,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Jersey,4,1.494667,1.494663,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Jersey,3,37.75937,58.42762,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Jersey,2,0,0,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Jersey,1,37.75937,58.42762,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Jersey,10,.0075,.9925,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Hampshire,9,44.19561,54.84844,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Hampshire,8,48.43745,50.6066,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Hampshire,7,44.1956,54.84844,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Hampshire,6,44.91463,54.12941,,.2338874,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Hampshire,5,43.97609,55.06795,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Hampshire,4,1.150558,1.150562,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Hampshire,3,42.82553,53.91739,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Hampshire,2,0,0,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Hampshire,1,42.82553,53.91739,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",New Hampshire,10,.109425,.890575,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nevada,9,46.20853,52.34629,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nevada,8,50.44214,48.11267,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nevada,7,46.20853,52.34629,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nevada,6,43.92623,54.62859,,.155138,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nevada,5,46.62761,51.9272,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nevada,4,2.270748,2.270744,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nevada,3,44.35686,49.65646,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nevada,2,0,0,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nevada,1,44.35686,49.65646,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nevada,10,.1231,.8769,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nebraska,9,58.12466,40.24467,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nebraska,8,62.18499,36.18434,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nebraska,7,58.12274,40.24334,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nebraska,6,58.87531,39.49077,,.5990373,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nebraska,5,54.00542,44.36065,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nebraska,4,1.884712,1.884712,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nebraska,3,52.12071,42.47594,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nebraska,2,0,0,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nebraska,1,52.12071,42.47594,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Nebraska,10,.994175,.005825,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-3,9,72.50407,25.41283,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-3,8,75.80112,22.11578,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-3,7,72.50407,25.41283,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-3,6,72.50407,25.41283,,1,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-3,5,,,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-3,4,,,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-3,3,,,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-3,2,,,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-3,1,,,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-3,10,.999775,.000225,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-2,9,47.52687,51.23545,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-2,8,51.77055,46.99178,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-2,7,47.52687,51.23546,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-2,6,48.42632,50.33601,,.3076608,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-2,5,47.12717,51.63515,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-2,4,1.44323,1.44323,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-2,3,45.68394,50.19193,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-2,2,0,0,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-2,1,45.68394,50.19193,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-2,10,.251675,.748325,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-1,9,55.27316,43.12392,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-1,8,59.40977,38.98731,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-1,7,55.27316,43.12392,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-1,6,56.70361,41.69347,,.7278288,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-1,5,51.44792,46.94916,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-1,4,1.061821,1.061821,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-1,3,50.3861,45.88734,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-1,2,-.3266678,.1374092,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-1,1,50.71276,45.74993,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",NE-1,10,.96185,.03815,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Montana,9,52.57757,45.52668,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Montana,8,56.74958,41.35468,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Montana,7,52.57757,45.52668,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Montana,6,55.72118,42.38307,,.275431,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Montana,5,51.38259,46.72167,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Montana,4,1.381649,1.381649,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Montana,3,50.00094,45.34002,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Montana,2,-.0800514,.0336304,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Montana,1,50.08099,45.30639,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Montana,10,.84395,.15605,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Missouri,9,53.8483,44.83946,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Missouri,8,58.02912,40.65863,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Missouri,7,53.84829,44.83947,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Missouri,6,55.6964,42.99136,,.3158163,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Missouri,5,52.99521,45.69255,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Missouri,4,2.009052,2.009056,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Missouri,3,50.98616,43.68349,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Missouri,2,-.0495987,-.0251083,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Missouri,1,51.03576,43.7086,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Missouri,10,.928725,.071275,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Mississippi,9,56.80892,42.45749,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Mississippi,8,60.95725,38.30917,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Mississippi,7,56.80893,42.45749,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Mississippi,6,55.23067,44.03575,,.3285713,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Mississippi,5,57.58126,41.68515,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Mississippi,4,2.084774,2.084774,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Mississippi,3,55.49649,39.60038,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Mississippi,2,-.0433731,-.0121536,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Mississippi,1,55.53986,39.61253,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Mississippi,10,.9167,.0833,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Minnesota,9,44.63172,53.71481,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Minnesota,8,48.84949,49.49704,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Minnesota,7,44.63171,53.71481,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Minnesota,6,44.91079,53.43574,,.1189497,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Minnesota,5,44.59404,53.75249,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Minnesota,4,1.958973,1.958973,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Minnesota,3,42.63507,51.79351,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Minnesota,2,0,0,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Minnesota,1,42.63507,51.79351,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Minnesota,10,.042525,.957475,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Michigan,9,45.34528,53.67661,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Michigan,8,49.59451,49.42738,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Michigan,7,45.34528,53.67662,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Michigan,6,43.43853,55.58336,,.0223253,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Michigan,5,45.38882,53.63308,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Michigan,4,2.373093,2.373093,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Michigan,3,43.01572,51.25998,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Michigan,2,0,0,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Michigan,1,43.01572,51.25998,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Michigan,10,.0459,.9541,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Massachusetts,9,31.78482,66.71542,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Massachusetts,8,35.6823,62.81794,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Massachusetts,7,31.78481,66.71542,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Massachusetts,6,32.76363,65.73661,,.2686728,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Massachusetts,5,31.42522,67.07501,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Massachusetts,4,2.541151,2.541153,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Massachusetts,3,28.88407,64.53386,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Massachusetts,2,.0295982,-.0749207,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Massachusetts,1,28.85447,64.60878,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Massachusetts,10,.000525,.999475,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Maryland,9,34.3512,64.22574,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Maryland,8,38.35533,60.22162,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Maryland,7,34.3512,64.22575,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Maryland,6,33.74185,64.8351,,.3339156,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Maryland,5,34.65667,63.92027,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Maryland,4,2.623371,2.623371,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Maryland,3,32.0333,61.2969,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Maryland,2,0,0,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Maryland,1,32.0333,61.2969,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Maryland,10,.000675,.999325,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Maine,9,43.24981,55.31052,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Maine,8,47.46376,51.09656,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Maine,7,43.28233,55.35212,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Maine,6,44.18792,54.44653,,.2456203,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Maine,5,42.5879,56.04655,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Maine,4,2.170795,2.170795,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Maine,3,40.4171,53.87576,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Maine,2,0,0,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Maine,1,40.4171,53.87576,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Maine,10,.096475,.903525,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",ME-2,9,48.27956,50.14766,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",ME-2,8,52.50703,45.9202,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",ME-2,7,48.27956,50.14766,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",ME-2,6,50.30579,48.12143,,.3304045,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",ME-2,5,47.63565,50.79157,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",ME-2,4,1.885403,1.887394,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",ME-2,3,45.75025,48.90418,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",ME-2,2,0,0,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",ME-2,1,45.75025,48.90418,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",ME-2,10,.41755,.58245,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",ME-1,9,38.71048,59.96997,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",ME-1,8,42.84991,55.83054,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",ME-1,7,38.71048,59.96997,,,Snapshot,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",ME-1,6,38.68865,59.99179,,.3317416,Blend with regression,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",ME-1,5,39.06609,59.61435,,,Reallocated vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",ME-1,4,1.363499,1.374622,,,Reallocate undecideds and third-party votes,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",ME-1,3,37.70259,58.23973,,,Adjusted polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",ME-1,2,0,0,,,Adjust for bounces & recent events,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",ME-1,1,37.70259,58.23973,,,Polling average,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",ME-1,10,.02785,.97215,,,Chance of winning,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Louisiana,9,59.35212,39.63564,,,Projected vote share,20:50:04  2 Nov 2020,40000
2020,President,polls-plus,11/2/2020,Trump,Biden,"",Louisiana,8,63.41101,35.57674,,0,Blend with economic fundamentals,20:50:04  2 Nov 2020,40000
