cycle,state,modeldate,candidate_name,startdate,enddate,pollster,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,tracking,poll_id,question_id
2020,Tennessee,11/2/2020,Joseph R. Biden Jr.,9/24/2020,10/21/2020,SurveyMonkey,4469,lv,.011536,.0099915,41,39.99773,40.38381,T,71690,134350
2020,Tennessee,11/2/2020,Joseph R. Biden Jr.,9/22/2020,10/20/2020,SurveyMonkey,4332,lv,.021621,.018615,41,39.99773,40.4018,T,71577,134125
2020,Tennessee,11/2/2020,Joseph R. Biden Jr.,9/22/2020,10/19/2020,SurveyMonkey,4150,lv,0,0,41,39.99773,40.42046,T,71475,133913
2020,Tennessee,11/2/2020,Joseph R. Biden Jr.,9/20/2020,10/18/2020,SurveyMonkey,3973,lv,.0198982,.0169268,41,39.99773,40.43908,T,71390,133729
2020,Tennessee,11/2/2020,Joseph R. Biden Jr.,9/20/2020,10/17/2020,SurveyMonkey,3901,lv,0,0,41,39.99773,40.46371,T,71308,133568
2020,Tennessee,11/2/2020,Joseph R. Biden Jr.,9/19/2020,10/16/2020,SurveyMonkey,3834,lv,.0099872,.008393,40,39.00298,39.48883,T,71250,133451
2020,Tennessee,11/2/2020,Joseph R. Biden Jr.,9/17/2020,10/15/2020,SurveyMonkey,3644,lv,.018374,.0153463,40,39.00298,39.51412,T,71189,133324
2020,Tennessee,11/2/2020,Joseph R. Biden Jr.,9/17/2020,10/14/2020,SurveyMonkey,3433,lv,0,0,41,39.99773,40.53701,T,71115,133174
2020,Tennessee,11/2/2020,Joseph R. Biden Jr.,9/15/2020,10/13/2020,SurveyMonkey,3308,lv,.016774,.0138372,40,39.00298,39.56599,T,71021,132967
2020,Tennessee,11/2/2020,Joseph R. Biden Jr.,9/15/2020,10/12/2020,SurveyMonkey,3171,lv,0,0,40,39.00298,39.59356,T,70967,132797
2020,Tennessee,11/2/2020,Joseph R. Biden Jr.,6/8/2020,6/30/2020,SurveyMonkey,1092,lv,.2103607,.0359628,36.98,36.00209,37.26326,"",70455,131309
2020,Tennessee,11/2/2020,Joseph R. Biden Jr.,7/1/2020,7/31/2020,SurveyMonkey,2481,lv,.2706324,.0838932,37.73,36.74689,38.11934,"",70405,131207
2020,Tennessee,11/2/2020,Joseph R. Biden Jr.,8/1/2020,8/31/2020,SurveyMonkey,1796,lv,.154838,.080688,39.57,38.57541,39.83812,"",70355,131105
2020,Tennessee,11/2/2020,Joseph R. Biden Jr.,9/1/2020,9/30/2020,SurveyMonkey,2329,lv,.0839421,.0627621,40.64,39.63956,40.69818,T,70303,130998
2020,Tennessee,11/2/2020,Joseph R. Biden Jr.,5/5/2020,5/22/2020,SSRS,1000,rv,1.191454,0,42,41.9459,44.02018,"",66766,124568
2020,Tennessee,11/2/2020,Joseph R. Biden Jr.,4/22/2020,5/1/2020,East Tennessee State University,536,lv,.753103,0,36,36.87173,38.75708,"",66316,123457
2020,Tennessee,11/2/2020,Joseph R. Biden Jr.,1/28/2020,1/30/2020,Mason-Dixon Polling & Strategy,625,rv,.9947295,0,39,39.96984,41.85143,"",63464,116650
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,10/20/2020,11/1/2020,SurveyMonkey,556,lv,.1946225,.1946225,36,34.88717,34.89087,T,72672,136425
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,10/18/2020,10/31/2020,SurveyMonkey,597,lv,.0297306,.0295469,36,34.88717,34.88485,T,72534,136156
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,10/17/2020,10/30/2020,SurveyMonkey,594,lv,.0147394,.0145572,37,35.87864,35.87606,T,72433,135959
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,10/16/2020,10/29/2020,SurveyMonkey,609,lv,.0150642,.0147849,38,36.87072,36.86883,T,72354,135794
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,10/1/2020,10/28/2020,SurveyMonkey,1098,lv,.1946301,.1789923,41,39.85068,39.87716,T,72251,135591
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,9/30/2020,10/27/2020,SurveyMonkey,1066,lv,.0125766,.0114883,42,40.84522,40.8735,T,72097,135224
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,9/28/2020,10/25/2020,SurveyMonkey,964,lv,.022595,.0199417,43,41.84037,41.89338,T,71987,134990
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,9/27/2020,10/24/2020,SurveyMonkey,948,lv,.0111014,.0097292,43,41.84037,41.9063,T,71902,134816
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,10/19/2020,10/21/2020,Mason-Dixon Polling & Strategy,625,lv,1.109911,1.048173,40,39.9102,39.92704,"",71881,134734
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,9/26/2020,10/23/2020,SurveyMonkey,928,lv,.0108619,.0094521,43,41.84037,41.92162,T,71835,134681
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,9/24/2020,10/22/2020,SurveyMonkey,910,lv,.0205498,.0173746,44,42.83612,42.98209,T,71774,134550
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,9/24/2020,10/21/2020,SurveyMonkey,847,lv,0,0,45,43.83247,43.99479,T,71691,134351
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,9/22/2020,10/20/2020,SurveyMonkey,828,lv,.0187099,.0155877,45,43.83247,44.01264,T,71578,134126
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,9/22/2020,10/19/2020,SurveyMonkey,817,lv,0,0,45,43.83247,44.03041,T,71476,133914
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,9/21/2020,10/18/2020,SurveyMonkey,785,lv,.0092009,.0075518,45,43.83247,44.04864,T,71391,133730
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,9/19/2020,10/17/2020,SurveyMonkey,773,lv,.0175143,.0142669,44,42.83612,43.07413,T,71309,133569
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,9/19/2020,10/16/2020,SurveyMonkey,766,lv,0,0,43,41.84037,42.10389,T,71251,133452
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,9/18/2020,10/15/2020,SurveyMonkey,723,lv,.0085095,.0068266,44,42.83612,43.12489,T,71190,133325
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,9/17/2020,10/14/2020,SurveyMonkey,669,lv,.0078881,.0062792,44,42.83612,43.14493,T,71116,133175
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,9/16/2020,10/13/2020,SurveyMonkey,622,lv,.0073487,.0058045,43,41.84037,42.16851,T,71022,132968
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,9/14/2020,10/12/2020,SurveyMonkey,547,lv,.0125073,.0098018,43,41.84037,42.19093,T,70966,132796
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,6/8/2020,6/30/2020,SurveyMonkey,160,lv,.1341833,.0006635,37.46,36.33492,37.46986,"",70456,131310
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,7/1/2020,7/31/2020,SurveyMonkey,396,lv,.2781551,.0477918,35.22,34.11426,35.2511,"",70406,131208
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,8/1/2020,8/31/2020,SurveyMonkey,277,lv,.1184938,.0503855,38.27,37.13869,38.15906,"",70356,131106
2020,South Dakota,11/2/2020,Joseph R. Biden Jr.,9/1/2020,9/30/2020,SurveyMonkey,354,lv,.0527729,.036791,40.74,39.59221,40.35365,T,70304,130999
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,10/27/2020,11/1/2020,Data for Progress,880,lv,.807546,.807546,44,43.74514,43.79782,"",72724,136494
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,10/20/2020,11/1/2020,SurveyMonkey,2266,lv,.4086538,.3070192,43,41.79998,41.85073,T,72673,136426
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,10/22/2020,10/31/2020,Morning Consult,904,lv,.8056924,.6373412,44.5,44.49053,44.47425,T,72613,136261
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,10/18/2020,10/31/2020,SurveyMonkey,2444,lv,.0613614,.0439609,43,41.79998,41.84435,T,72535,136157
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,10/17/2020,10/30/2020,SurveyMonkey,2443,lv,.0302606,.0206106,44,42.79557,42.83881,T,72434,135960
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,10/16/2020,10/29/2020,SurveyMonkey,2501,lv,.0307514,.0198495,44,42.79557,42.83767,T,72355,135795
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,10/1/2020,10/28/2020,SurveyMonkey,4725,lv,.3982814,.1156292,44,42.79557,42.8343,T,72252,135592
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,10/24/2020,10/25/2020,East Carolina University,763,lv,.9400353,.7807121,44.3,44.7862,44.60352,"",72157,135318
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/30/2020,10/27/2020,SurveyMonkey,4582,lv,.0266344,.0072842,44,42.79557,42.83271,T,72098,135225
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,10/22/2020,10/27/2020,Data for Progress,1196,lv,.6486026,.4698507,44,43.09993,43.12486,"",72071,135117
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,10/26/2020,10/26/2020,Starboard Communications,800,lv,.9342347,.8075626,43.9,43.84013,43.85893,"",72032,135036
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/27/2020,10/25/2020,SurveyMonkey,4403,lv,.0898541,.0171208,44,42.79557,42.84448,T,71988,134991
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/27/2020,10/24/2020,SurveyMonkey,4356,lv,0,0,45,43.79178,43.85098,T,71903,134817
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/26/2020,10/23/2020,SurveyMonkey,4313,lv,.0340012,.0053556,45,43.79178,43.86228,T,71836,134682
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/24/2020,10/22/2020,SurveyMonkey,4255,lv,.0793322,.0069839,45,43.79178,43.90792,T,71775,134551
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/24/2020,10/21/2020,SurveyMonkey,4109,lv,0,0,44,42.79557,42.92733,T,71692,134352
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,10/11/2020,10/20/2020,Morning Consult,926,lv,.6682361,.2055284,45,44.99052,44.9589,T,71646,134218
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/23/2020,10/20/2020,SurveyMonkey,3943,lv,.0410577,.002344,45,43.79178,43.94098,T,71579,134127
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/21/2020,10/19/2020,SurveyMonkey,3810,lv,.0784851,.0033314,45,43.79178,43.95876,T,71477,133915
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/21/2020,10/18/2020,SurveyMonkey,3666,lv,0,0,45,43.79178,43.97641,T,71392,133731
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/20/2020,10/17/2020,SurveyMonkey,3596,lv,.0406675,.000445,46,44.78862,44.99793,T,71310,133570
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/18/2020,10/16/2020,SurveyMonkey,3527,lv,.0800824,0,46,44.78862,45.01788,T,71252,133453
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/18/2020,10/15/2020,SurveyMonkey,3354,lv,0,0,45,43.79178,44.04442,T,71191,133326
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/17/2020,10/14/2020,SurveyMonkey,3131,lv,.0413368,0,45,43.79178,44.06942,T,71117,133176
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,10/9/2020,10/14/2020,Siena College/The New York Times Upshot,605,lv,1.288058,.3255072,41,41.57762,41.58783,"",71096,133086
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/16/2020,10/13/2020,SurveyMonkey,2988,lv,.0423984,0,45,43.79178,44.096,T,71023,132969
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,10/8/2020,10/11/2020,Data for Progress,801,lv,.660701,.1314971,43,42.10315,42.13235,"",71011,132893
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/14/2020,10/12/2020,SurveyMonkey,2816,lv,.0805502,0,44,42.79557,43.12601,T,70965,132795
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,10/2/2020,10/11/2020,Morning Consult,903,lv,.7067113,.0826101,42,41.99061,42.02182,T,70761,132370
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/24/2020,9/28/2020,GBAO,800,lv,.8410081,0,44,42.77039,43.26465,"",70670,132163
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,6/8/2020,6/30/2020,SurveyMonkey,863,lv,.5150692,0,46.53,45.31719,46.2963,"",70457,131311
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,7/1/2020,7/31/2020,SurveyMonkey,1700,lv,.573787,0,44.48,43.27367,44.36132,"",70407,131209
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,8/1/2020,8/31/2020,SurveyMonkey,1326,lv,.5665931,0,45.31,44.10073,45.08082,"",70357,131107
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/1/2020,9/30/2020,SurveyMonkey,1833,lv,.4569737,0,45.37,44.16054,44.94162,T,70305,131000
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/23/2020,9/28/2020,Data for Progress,824,lv,.787411,0,44,43.09993,43.63749,"",70082,130560
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/23/2020,9/27/2020,Quinnipiac University,1123,lv,1.510687,0,47,46.39443,46.93304,"",70070,130526
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/22/2020,9/25/2020,YouGov,1080,lv,1.328531,0,42,42.43116,42.9912,"",69993,130353
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/11/2020,9/20/2020,Morning Consult,764,lv,.84002,0,44,43.99055,44.78221,T,69637,129829
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,9/10/2020,9/14/2020,Quinnipiac University,969,lv,1.367824,0,45,44.39709,45.2769,"",69491,129444
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,7/30/2020,8/3/2020,Quinnipiac University,914,rv,1.306128,0,42,42.27654,43.24862,"",67951,127225
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,7/24/2020,8/2/2020,Morning Consult,741,lv,.8276941,0,44,43.99055,44.96642,T,67881,127091
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,7/15/2020,7/20/2020,ALG Research,591,lv,.5650506,0,45,43.4305,44.4409,"",67684,126743
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,7/13/2020,7/19/2020,brilliant corners Research & Strategies,800,lv,.8041003,0,43,42.00099,43.01345,"",67677,126709
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,7/17/2020,7/17/2020,Gravis Marketing,604,lv,.7638013,0,46,45.51174,46.55889,"",67578,126433
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,5/23/2020,5/26/2020,Civiqs,591,rv,.6887537,0,42,42.69349,44.33306,"",66546,124015
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,2/25/2020,2/28/2020,AtlasIntel,1100,rv,.9533595,0,41.8,42.9332,44.32782,"",64622,119272
2020,South Carolina,11/2/2020,Joseph R. Biden Jr.,1/31/2020,2/2/2020,East Carolina University,1756,rv,1.286144,0,40,41.34747,42.83912,"",63470,116674
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,10/20/2020,11/1/2020,SurveyMonkey,517,lv,.195496,.195496,62,60.66198,60.6238,T,72674,136427
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,10/18/2020,10/31/2020,SurveyMonkey,551,lv,.0295946,.0294423,62,60.66198,60.6043,T,72536,136158
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,10/17/2020,10/30/2020,SurveyMonkey,547,lv,.0146141,.0144636,63,61.67045,61.60003,T,72435,135961
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,10/16/2020,10/29/2020,SurveyMonkey,569,lv,.0151279,.0148942,63,61.67045,61.5917,T,72356,135796
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,10/1/2020,10/28/2020,SurveyMonkey,910,lv,.1734778,.161865,67,65.71182,65.63403,T,72253,135593
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,9/30/2020,10/27/2020,SurveyMonkey,863,lv,.0109563,.0101665,67,65.71182,65.63798,T,72099,135226
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,9/27/2020,10/25/2020,SurveyMonkey,842,lv,.030834,.0278173,68,66.72408,66.7075,T,71989,134992
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,9/27/2020,10/24/2020,SurveyMonkey,835,lv,0,0,68,66.72408,66.73013,T,71904,134818
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,9/26/2020,10/23/2020,SurveyMonkey,820,lv,.0103625,.0092419,69,67.7371,67.76755,T,71837,134683
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,9/24/2020,10/22/2020,SurveyMonkey,786,lv,.0191802,.0167111,68,66.72408,66.85132,T,71776,134552
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,9/23/2020,10/21/2020,SurveyMonkey,760,lv,.0092766,.0080346,68,66.72408,66.87202,T,71693,134353
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,9/23/2020,10/20/2020,SurveyMonkey,716,lv,0,0,68,66.72408,66.89381,T,71580,134128
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,9/22/2020,10/19/2020,SurveyMonkey,678,lv,.0085814,.0073441,67,65.71182,65.90656,T,71478,133916
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,9/20/2020,10/18/2020,SurveyMonkey,654,lv,.0159968,.013608,68,66.72408,66.94089,T,71393,133732
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,9/20/2020,10/17/2020,SurveyMonkey,645,lv,0,0,68,66.72408,66.96716,T,71311,133571
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,9/19/2020,10/16/2020,SurveyMonkey,631,lv,.0080107,.006732,68,66.72408,66.99826,T,71253,133454
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,9/18/2020,10/15/2020,SurveyMonkey,580,lv,.0073729,.006158,68,66.72408,67.03184,T,71192,133327
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,9/16/2020,10/14/2020,SurveyMonkey,537,lv,.0132011,.0109579,67,65.71182,66.05759,T,71118,133177
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,9/16/2020,10/13/2020,SurveyMonkey,514,lv,0,0,67,65.71182,66.09326,T,71024,132970
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,9/15/2020,10/12/2020,SurveyMonkey,488,lv,.0062345,.0051109,67,65.71182,66.12943,T,70964,132794
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,6/8/2020,6/30/2020,SurveyMonkey,176,lv,.1630801,.0278798,59.67,58.31509,59.83773,"",70458,131312
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,7/1/2020,7/31/2020,SurveyMonkey,253,lv,.1530887,.0474559,60.07,58.71771,60.41152,"",70408,131210
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,8/1/2020,8/31/2020,SurveyMonkey,208,lv,.090328,.047071,56.53,55.15857,56.521,"",70358,131108
2020,Rhode Island,11/2/2020,Joseph R. Biden Jr.,9/1/2020,9/30/2020,SurveyMonkey,351,lv,.0602034,.0450131,62.21,60.8737,61.94439,T,70306,131001
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/26/2020,10/29/2020,Redfield & Wilton Strategies,2125,lv,1.040149,.8969399,50,50.80334,50.76793,"",72736,136510
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/29/2020,11/1/2020,Change Research,699,lv,.6982093,.6595202,50,50.51571,50.50917,"",72730,136501
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/27/2020,11/1/2020,Data for Progress,1417,lv,1.333877,1.223688,52,51.40942,51.40786,"",72719,136488
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/20/2020,11/1/2020,SurveyMonkey,5358,lv,.4260482,.3032045,51,49.69303,49.6841,T,72675,136428
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/29/2020,11/1/2020,Marist College,772,lv,1.561878,1.475861,51,50.22413,50.21237,"",72650,136326
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,11/1/2020,11/2/2020,Susquehanna Polling & Research Inc.,499,lv,.6807883,.6807883,48.4,49.83115,49.84267,"",72647,136322
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/30/2020,10/31/2020,Trafalgar Group,1062,lv,.4387881,.4142575,45.9,48.36623,48.36689,"",72641,136313
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/31/2020,11/1/2020,Rasmussen Reports/Pulse Opinion Research,800,lv,.898166,.8732678,50,50.43981,50.42983,"",72640,136312
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/30/2020,11/1/2020,AYTM,340,lv,.4903242,.4633209,51,50.94578,50.94753,"",72638,136309
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/30/2020,10/31/2020,Frederick Polls,879,lv,1.160621,1.096703,52,51.56142,51.56228,"",72633,136302
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/31/2020,11/1/2020,Research Co.,450,lv,.74682,.7262554,50,50.18778,50.18693,"",72629,136293
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/28/2020,11/1/2020,Monmouth University,502,lv,1.133669,1.040018,50.5,50.09487,50.08775,"",72599,136265
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/22/2020,10/31/2020,Morning Consult,2686,lv,1.086092,.8076953,51.9,51.75684,51.69334,T,72612,136260
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/25/2020,10/30/2020,Targoz Market Research,998,lv,.7365524,.635143,56,54.51276,54.50632,"",72588,136224
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/18/2020,10/31/2020,SurveyMonkey,5750,lv,.0655162,.0445115,51,49.69303,49.67302,T,72537,136159
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,9/29/2020,10/27/2020,YouGov,2703,lv,1.645051,.4785455,52,51.9491,51.9166,"",72522,136092
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/30/2020,10/31/2020,Opinion Savvy/InsiderAdvantage,500,lv,.6687553,.6316877,47.4,48.85213,48.86116,"",72514,136080
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/29/2020,10/30/2020,Emerson College,823,lv,1.410921,1.294367,51.5,50.66305,50.66429,"",72510,136074
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/27/2020,11/1/2020,Ipsos,673,lv,.7933105,.7261419,51.5,51.96499,51.96871,"",72507,136069
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/26/2020,10/31/2020,Siena College/The New York Times Upshot,1862,lv,3.454749,3.074226,49,49.59135,49.59397,"",72480,136018
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/24/2020,10/29/2020,ABC News/The Washington Post,810,lv,1.74357,1.455502,51,50.26796,50.24962,"",72477,136006
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/29/2020,10/30/2020,AtlasIntel,672,lv,.804958,.7384614,48.5,48.9938,48.98261,"",72475,136002
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/17/2020,10/30/2020,SurveyMonkey,5663,lv,.0328651,.0212104,52,50.6936,50.6674,T,72436,135962
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/23/2020,10/28/2020,Muhlenberg College,419,lv,.8897241,.7177963,49,48.78841,48.82091,"",72401,135851
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/16/2020,10/29/2020,SurveyMonkey,5786,lv,.0335261,.020618,52,50.6936,50.66267,T,72357,135797
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/24/2020,10/25/2020,Trafalgar Group,1076,lv,.3942119,.3050823,47.6,50.07055,50.0392,"",72337,135721
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/28/2020,10/29/2020,Public Policy Polling,1012,v,.870221,.7719532,52,50.7163,50.69523,"",72328,135693
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/23/2020,10/26/2020,Swayable,491,lv,.4719017,.3679465,51.9,51.5789,51.55378,"",72307,135647
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/1/2020,10/28/2020,SurveyMonkey,10599,lv,.4175465,.1340907,52,50.6936,50.66116,T,72254,135594
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/26/2020,10/29/2020,Harris Insights & Analytics,901,lv,.8972869,.77323,51,51.18834,51.18834,"",72237,135523
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/23/2020,10/27/2020,Quinnipiac University,1324,lv,1.659661,1.286813,51,49.93211,49.9012,"",72222,135487
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/17/2020,10/20/2020,Citizen Data,1000,lv,.8386342,.3767777,43.99,45.72682,45.6711,"",72185,135395
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/19/2020,10/25/2020,Franklin & Marshall College,558,lv,.8776745,.5393246,50,50.11421,50.04647,"",72172,135367
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/25/2020,10/27/2020,RMG Research,800,lv,.8138771,.6569993,51,51.46202,51.44603,"",72169,135361
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/17/2020,10/25/2020,Univision/University of Houston/Latino Decisions/North Star Opinion Research,723,rv,.7916517,.4646651,50,50.77802,50.72129,"",72150,135277
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,9/30/2020,10/27/2020,SurveyMonkey,10250,lv,.0281149,.0085503,52,50.6936,50.66399,T,72100,135227
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/23/2020,10/26/2020,Civiqs,1145,lv,.8875721,.6865926,52,50.99002,50.94806,"",72039,135049
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,9/28/2020,10/25/2020,SurveyMonkey,9986,lv,.0694859,.0157106,52,50.6936,50.70059,T,71990,134993
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/20/2020,10/26/2020,Ipsos,655,lv,.641071,.4034152,50.5,50.96528,50.90539,"",71976,134925
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/25/2020,10/25/2020,Opinion Savvy/InsiderAdvantage,400,lv,.5188181,.4033109,45.5,46.94815,46.92522,"",71969,134912
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/13/2020,10/21/2020,YouGov,669,lv,.4928795,.1858421,52,51.9491,51.89641,"",71947,134866
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,9/27/2020,10/24/2020,SurveyMonkey,9903,lv,.0367122,.0077331,52,50.6936,50.71613,T,71905,134819
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,9/26/2020,10/23/2020,SurveyMonkey,9777,lv,.039128,.0076056,52,50.6936,50.733,T,71838,134684
2020,Pennsylvania,11/2/2020,Joseph R. Biden Jr.,10/23/2020,10/23/2020,Gravis Marketing,602,lv,.7624036,.5524664,51,51.24812,51.20784,"",71824,134618
