cycle,branch,forecastdate,district,candidateA,candidateB,displaystep,description,margin,lite_weight,classic_weight,deluxe_weight,simulations,timestamp
2020,House,11/2/20,TN-5,Jim Cooper,(unopposed),1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,TN-4,Christopher J. Hale,Scott DesJarlais,4,Expert ratings adjusted for national environment,-33.91955,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,TN-4,Christopher J. Hale,Scott DesJarlais,3,Fundamentals (non-polling factors),-30.34623,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,TN-4,Christopher J. Hale,Scott DesJarlais,2,CANTOR (analysis of comparable disticts),-45.51443,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,TN-4,Christopher J. Hale,Scott DesJarlais,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,TN-3,Meg Gorman,Chuck Fleischmann,4,Expert ratings adjusted for national environment,-38.5162,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,TN-3,Meg Gorman,Chuck Fleischmann,3,Fundamentals (non-polling factors),-36.31637,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,TN-3,Meg Gorman,Chuck Fleischmann,2,CANTOR (analysis of comparable disticts),-39.46925,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,TN-3,Meg Gorman,Chuck Fleischmann,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,TN-2,Renee Hoyos,Tim Burchett,4,Expert ratings adjusted for national environment,-35.8888,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,TN-2,Renee Hoyos,Tim Burchett,3,Fundamentals (non-polling factors),-32.89358,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,TN-2,Renee Hoyos,Tim Burchett,2,CANTOR (analysis of comparable disticts),-43.13304,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,TN-2,Renee Hoyos,Tim Burchett,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,TN-1,Blair Walsingham,Diana Harshbarger,4,Expert ratings adjusted for national environment,-49.86683,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,TN-1,Blair Walsingham,Diana Harshbarger,3,Fundamentals (non-polling factors),-47.20169,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,TN-1,Blair Walsingham,Diana Harshbarger,2,CANTOR (analysis of comparable disticts),-54.96617,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,TN-1,Blair Walsingham,Diana Harshbarger,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SD-1,Randy Luallin,Dusty Johnson,4,Expert ratings adjusted for national environment,-64.62219,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SD-1,Randy Luallin,Dusty Johnson,3,Fundamentals (non-polling factors),-64.62219,1.439034,1.439034,1.439034,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SD-1,Randy Luallin,Dusty Johnson,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SD-1,Randy Luallin,Dusty Johnson,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-7,Melissa Ward Watson,Tom Rice,4,Expert ratings adjusted for national environment,-25.97316,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-7,Melissa Ward Watson,Tom Rice,3,Fundamentals (non-polling factors),-23.42125,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-7,Melissa Ward Watson,Tom Rice,2,CANTOR (analysis of comparable disticts),-17.55476,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-7,Melissa Ward Watson,Tom Rice,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-6,James E. Clyburn,John McCollum,4,Expert ratings adjusted for national environment,43.7753,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-6,James E. Clyburn,John McCollum,3,Fundamentals (non-polling factors),43.57229,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-6,James E. Clyburn,John McCollum,2,CANTOR (analysis of comparable disticts),62.46727,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-6,James E. Clyburn,John McCollum,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-5,Moe Brown,Ralph Norman,4,Expert ratings adjusted for national environment,-24.12911,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-5,Moe Brown,Ralph Norman,3,Fundamentals (non-polling factors),-16.96645,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-5,Moe Brown,Ralph Norman,2,CANTOR (analysis of comparable disticts),-17.64032,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-5,Moe Brown,Ralph Norman,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-4,Kim Nelson,William Timmons,4,Expert ratings adjusted for national environment,-29.25951,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-4,Kim Nelson,William Timmons,3,Fundamentals (non-polling factors),-26.53049,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-4,Kim Nelson,William Timmons,2,CANTOR (analysis of comparable disticts),-30.75746,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-4,Kim Nelson,William Timmons,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-3,Hosea Cleveland,Jeff Duncan,4,Expert ratings adjusted for national environment,-43.631,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-3,Hosea Cleveland,Jeff Duncan,3,Fundamentals (non-polling factors),-41.76723,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-3,Hosea Cleveland,Jeff Duncan,2,CANTOR (analysis of comparable disticts),-42.01411,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-3,Hosea Cleveland,Jeff Duncan,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-2,Adair Ford Boroughs,Joe Wilson,4,Expert ratings adjusted for national environment,-21.87355,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-2,Adair Ford Boroughs,Joe Wilson,3,Fundamentals (non-polling factors),-10.50586,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-2,Adair Ford Boroughs,Joe Wilson,2,CANTOR (analysis of comparable disticts),-20.86634,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-2,Adair Ford Boroughs,Joe Wilson,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-1,Joe Cunningham,Nancy Mace,4,Expert ratings adjusted for national environment,4.887241,0,0,1.35242,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-1,Joe Cunningham,Nancy Mace,3,Fundamentals (non-polling factors),-2.206463,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-1,Joe Cunningham,Nancy Mace,2,CANTOR (analysis of comparable disticts),-1.977147,.7274634,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,SC-1,Joe Cunningham,Nancy Mace,1,Polls adjusted for house effects & other factors,5.45686,1.272537,1.272537,1.272537,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,RI-2,Jim Langevin,Robert Lancia,4,Expert ratings adjusted for national environment,27.76921,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,RI-2,Jim Langevin,Robert Lancia,3,Fundamentals (non-polling factors),28.21461,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,RI-2,Jim Langevin,Robert Lancia,2,CANTOR (analysis of comparable disticts),38.92794,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,RI-2,Jim Langevin,Robert Lancia,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,RI-1,David Cicilline,All others,4,Expert ratings adjusted for national environment,67.40535,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,RI-1,David Cicilline,All others,3,Fundamentals (non-polling factors),67.40535,1.439034,1.439034,1.439034,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,RI-1,David Cicilline,All others,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,RI-1,David Cicilline,All others,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-9,Gary Wegman,Daniel Meuser,4,Expert ratings adjusted for national environment,-33.58572,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-9,Gary Wegman,Daniel Meuser,3,Fundamentals (non-polling factors),-31.37561,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-9,Gary Wegman,Daniel Meuser,2,CANTOR (analysis of comparable disticts),-33.74924,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-9,Gary Wegman,Daniel Meuser,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-8,Matt Cartwright,Jim Bognet,4,Expert ratings adjusted for national environment,12.61699,0,0,1.096097,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-8,Matt Cartwright,Jim Bognet,3,Fundamentals (non-polling factors),9.401119,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-8,Matt Cartwright,Jim Bognet,2,CANTOR (analysis of comparable disticts),6.698196,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-8,Matt Cartwright,Jim Bognet,1,Polls adjusted for house effects & other factors,8.93227,.7586141,.7586141,.7586141,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-7,Susan Wild,Lisa Scheller,4,Expert ratings adjusted for national environment,14.14341,0,0,2.039763,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-7,Susan Wild,Lisa Scheller,3,Fundamentals (non-polling factors),11.98685,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-7,Susan Wild,Lisa Scheller,2,CANTOR (analysis of comparable disticts),11.00674,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-7,Susan Wild,Lisa Scheller,1,Polls adjusted for house effects & other factors,12.59071,2.650643,2.650643,2.650643,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-6,Chrissy Houlahan,John William Emmons,4,Expert ratings adjusted for national environment,21.25957,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-6,Chrissy Houlahan,John William Emmons,3,Fundamentals (non-polling factors),20.3033,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-6,Chrissy Houlahan,John William Emmons,2,CANTOR (analysis of comparable disticts),26.03252,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-6,Chrissy Houlahan,John William Emmons,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-5,Mary Gay Scanlon,Dasha Pruett,4,Expert ratings adjusted for national environment,35.30913,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-5,Mary Gay Scanlon,Dasha Pruett,3,Fundamentals (non-polling factors),35.52364,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-5,Mary Gay Scanlon,Dasha Pruett,2,CANTOR (analysis of comparable disticts),50.29865,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-5,Mary Gay Scanlon,Dasha Pruett,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-4,Madeleine Dean,Kathy Barnette,4,Expert ratings adjusted for national environment,21.38875,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-4,Madeleine Dean,Kathy Barnette,3,Fundamentals (non-polling factors),19.136,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-4,Madeleine Dean,Kathy Barnette,2,CANTOR (analysis of comparable disticts),38.23511,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-4,Madeleine Dean,Kathy Barnette,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-3,Dwight Evans,Michael Harvey,4,Expert ratings adjusted for national environment,81.96096,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-3,Dwight Evans,Michael Harvey,3,Fundamentals (non-polling factors),82.09879,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-3,Dwight Evans,Michael Harvey,2,CANTOR (analysis of comparable disticts),97.84609,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-3,Dwight Evans,Michael Harvey,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-2,Brendan Boyle,David Torres,4,Expert ratings adjusted for national environment,55.74829,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-2,Brendan Boyle,David Torres,3,Fundamentals (non-polling factors),55.77127,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-2,Brendan Boyle,David Torres,2,CANTOR (analysis of comparable disticts),72.58678,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-2,Brendan Boyle,David Torres,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-18,Michael Doyle,Luke Negron,4,Expert ratings adjusted for national environment,36.42784,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-18,Michael Doyle,Luke Negron,3,Fundamentals (non-polling factors),36.9549,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-18,Michael Doyle,Luke Negron,2,CANTOR (analysis of comparable disticts),48.88969,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-18,Michael Doyle,Luke Negron,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-17,Conor Lamb,Sean Parnell,4,Expert ratings adjusted for national environment,14.40218,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-17,Conor Lamb,Sean Parnell,3,Fundamentals (non-polling factors),8.106971,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-17,Conor Lamb,Sean Parnell,2,CANTOR (analysis of comparable disticts),11.54156,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-17,Conor Lamb,Sean Parnell,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-16,Kristy Gnibus,Mike Kelly,4,Expert ratings adjusted for national environment,-21.76343,0,0,1.091187,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-16,Kristy Gnibus,Mike Kelly,3,Fundamentals (non-polling factors),-12.56443,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-16,Kristy Gnibus,Mike Kelly,2,CANTOR (analysis of comparable disticts),-11.07785,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-16,Kristy Gnibus,Mike Kelly,1,Polls adjusted for house effects & other factors,-11.44962,.748769,.748769,.748769,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-15,Robert M. Williams,Glenn Thompson,4,Expert ratings adjusted for national environment,-46.27375,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-15,Robert M. Williams,Glenn Thompson,3,Fundamentals (non-polling factors),-44.34035,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-15,Robert M. Williams,Glenn Thompson,2,CANTOR (analysis of comparable disticts),-45.27218,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-15,Robert M. Williams,Glenn Thompson,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-14,William A. Marx,Guy Reschenthaler,4,Expert ratings adjusted for national environment,-34.43492,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-14,William A. Marx,Guy Reschenthaler,3,Fundamentals (non-polling factors),-32.64983,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-14,William A. Marx,Guy Reschenthaler,2,CANTOR (analysis of comparable disticts),-31.31705,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-14,William A. Marx,Guy Reschenthaler,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-13,Todd Rowley,John Joyce,4,Expert ratings adjusted for national environment,-48.05429,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-13,Todd Rowley,John Joyce,3,Fundamentals (non-polling factors),-45.89494,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-13,Todd Rowley,John Joyce,2,CANTOR (analysis of comparable disticts),-48.94325,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-13,Todd Rowley,John Joyce,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-12,Lee Griffin,Fred Keller,4,Expert ratings adjusted for national environment,-42.79917,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-12,Lee Griffin,Fred Keller,3,Fundamentals (non-polling factors),-41.26401,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-12,Lee Griffin,Fred Keller,2,CANTOR (analysis of comparable disticts),-38.43378,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-12,Lee Griffin,Fred Keller,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-1,Christina M. Finello,Brian Fitzpatrick,4,Expert ratings adjusted for national environment,-8.546467,0,0,1.76002,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-1,Christina M. Finello,Brian Fitzpatrick,3,Fundamentals (non-polling factors),-5.264165,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-1,Christina M. Finello,Brian Fitzpatrick,2,CANTOR (analysis of comparable disticts),2.809519,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-1,Christina M. Finello,Brian Fitzpatrick,1,Polls adjusted for house effects & other factors,-7.035789,2.089764,2.089764,2.089764,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-11,Sarah Hammond,Lloyd Smucker,4,Expert ratings adjusted for national environment,-32.04745,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-11,Sarah Hammond,Lloyd Smucker,3,Fundamentals (non-polling factors),-30.02242,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-11,Sarah Hammond,Lloyd Smucker,2,CANTOR (analysis of comparable disticts),-30.02723,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-11,Sarah Hammond,Lloyd Smucker,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-10,Eugene A. DePasquale,Scott Perry,4,Expert ratings adjusted for national environment,.4093387,0,0,1.742671,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-10,Eugene A. DePasquale,Scott Perry,3,Fundamentals (non-polling factors),-3.537118,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-10,Eugene A. DePasquale,Scott Perry,2,CANTOR (analysis of comparable disticts),-5.457798,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,PA-10,Eugene A. DePasquale,Scott Perry,1,Polls adjusted for house effects & other factors,1.179146,2.05498,2.05498,2.05498,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OR-5,Kurt Schrader,Amy Ryan Courser,4,Expert ratings adjusted for national environment,21.65466,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OR-5,Kurt Schrader,Amy Ryan Courser,3,Fundamentals (non-polling factors),12.17533,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OR-5,Kurt Schrader,Amy Ryan Courser,2,CANTOR (analysis of comparable disticts),20.13961,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OR-5,Kurt Schrader,Amy Ryan Courser,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OR-4,Peter DeFazio,Alek Skarlatos,4,Expert ratings adjusted for national environment,6.674727,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OR-4,Peter DeFazio,Alek Skarlatos,3,Fundamentals (non-polling factors),5.189575,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OR-4,Peter DeFazio,Alek Skarlatos,2,CANTOR (analysis of comparable disticts),17.98252,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OR-4,Peter DeFazio,Alek Skarlatos,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OR-3,Earl Blumenauer,Joanna Harbour,4,Expert ratings adjusted for national environment,50.01209,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OR-3,Earl Blumenauer,Joanna Harbour,3,Fundamentals (non-polling factors),49.67066,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OR-3,Earl Blumenauer,Joanna Harbour,2,CANTOR (analysis of comparable disticts),69.87452,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OR-3,Earl Blumenauer,Joanna Harbour,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OR-2,Alex Spenser,Cliff Bentz,4,Expert ratings adjusted for national environment,-24.99178,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OR-2,Alex Spenser,Cliff Bentz,3,Fundamentals (non-polling factors),-21.88893,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OR-2,Alex Spenser,Cliff Bentz,2,CANTOR (analysis of comparable disticts),-14.29345,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OR-2,Alex Spenser,Cliff Bentz,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OR-1,Suzanne Bonamici,Chris Christensen,4,Expert ratings adjusted for national environment,32.82098,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OR-1,Suzanne Bonamici,Chris Christensen,3,Fundamentals (non-polling factors),33.74147,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OR-1,Suzanne Bonamici,Chris Christensen,2,CANTOR (analysis of comparable disticts),41.68657,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OR-1,Suzanne Bonamici,Chris Christensen,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OK-5,Kendra Horn,Stephanie Bice,4,Expert ratings adjusted for national environment,.4093387,0,0,2.050455,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OK-5,Kendra Horn,Stephanie Bice,3,Fundamentals (non-polling factors),1.537371,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OK-5,Kendra Horn,Stephanie Bice,2,CANTOR (analysis of comparable disticts),2.311242,0,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OK-5,Kendra Horn,Stephanie Bice,1,Polls adjusted for house effects & other factors,-.8610725,2.672079,2.672079,2.672079,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OK-4,Mary Brannon,Tom Cole,4,Expert ratings adjusted for national environment,-39.92556,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OK-4,Mary Brannon,Tom Cole,3,Fundamentals (non-polling factors),-38.12959,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OK-4,Mary Brannon,Tom Cole,2,CANTOR (analysis of comparable disticts),-37.61821,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OK-4,Mary Brannon,Tom Cole,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OK-3,Zoe Ann Midyett,Frank Lucas,4,Expert ratings adjusted for national environment,-54.57056,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OK-3,Zoe Ann Midyett,Frank Lucas,3,Fundamentals (non-polling factors),-52.59994,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OK-3,Zoe Ann Midyett,Frank Lucas,2,CANTOR (analysis of comparable disticts),-53.90898,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OK-3,Zoe Ann Midyett,Frank Lucas,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OK-2,Danyell Lanier,Markwayne Mullin,4,Expert ratings adjusted for national environment,-44.74308,0,0,.7177314,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OK-2,Danyell Lanier,Markwayne Mullin,3,Fundamentals (non-polling factors),-42.47502,0,1.284435,1.284435,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OK-2,Danyell Lanier,Markwayne Mullin,2,CANTOR (analysis of comparable disticts),-46.50385,.8358126,.1545999,.1545999,40000,20:52:33  2 Nov 2020
2020,House,11/2/20,OK-2,Danyell Lanier,Markwayne Mullin,1,Polls adjusted for house effects & other factors,,0,0,0,40000,20:52:33  2 Nov 2020
